# Time [s],forward velocity [m/s],angular velocity[rad/s]
1248272276,0.067,0
1248272276,0.067,0
1248272276,0.067,0
1248272276,0.067,0
1248272276,0.067,0
1248272276,0.067,0
1248272276,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0,0
1248272277,0,0
1248272277,0,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0,0
1248272281,0,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0,0
1248272282,0,0
1248272282,0,0
1248272282,0,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.072,0.179
1248272282,0.072,0.179
1248272282,0.072,0.182
1248272282,0.072,0.179
1248272282,0.072,0.177
1248272282,0.071,0.163
1248272282,0.071,0.16
1248272282,0.071,0.153
1248272282,0.071,0.151
1248272282,0.071,0.141
1248272282,0.07,0.113
1248272282,0.07,0.111
1248272282,0.07,0.108
1248272283,0.069,0.097
1248272283,0.069,0.087
1248272283,0.069,0.085
1248272283,0.069,0.073
1248272283,0.069,0.069
1248272283,0.068,0.055
1248272283,0.068,0.053
1248272283,0.068,0.046
1248272283,0.068,0.048
1248272283,0.068,0.043
1248272283,0.068,0.027
1248272283,0.067,0.025
1248272283,0.067,0.018
1248272283,0.067,0.018
1248272283,0.067,0.021
1248272283,0.067,0.021
1248272283,0.067,0.009
1248272283,0.067,0.007
1248272283,0.067,0.005
1248272283,0.067,0.005
1248272283,0.067,0
1248272283,0.067,-0.002
1248272283,0.067,-0.005
1248272283,0.067,0.002
1248272283,0.067,0
1248272283,0.067,0.002
1248272283,0.067,0.005
1248272283,0.067,0.009
1248272283,0.067,0.011
1248272283,0.067,0.009
1248272284,0.067,0.016
1248272284,0.067,0.016
1248272284,0.067,0.018
1248272284,0.077,0.289
1248272284,0.077,0.286
1248272284,0.077,0.286
1248272284,0.077,0.286
1248272284,0.077,0.286
1248272284,0.077,0.286
1248272284,0.077,0.286
1248272284,0.076,0.283
1248272284,0.076,0.283
1248272284,0.076,0.279
1248272284,0.076,0.279
1248272284,0.076,0.277
1248272284,0.076,0.277
1248272284,0.076,0.272
1248272284,0.076,0.271
1248272284,0.076,0.27
1248272284,0.076,0.267
1248272284,0.076,0.267
1248272284,0.076,0.264
1248272284,0.076,0.264
1248272284,0.075,0.261
1248272284,0.075,0.256
1248272284,0.075,0.256
1248272284,0.075,0.253
1248272284,0.075,0.253
1248272284,0.075,0.25
1248272284,0.075,0.249
1248272284,0.075,0.247
1248272284,0.075,0.244
1248272284,0.075,0.243
1248272285,0.075,0.241
1248272285,0.074,0.238
1248272285,0.074,0.238
1248272285,0.074,0.235
1248272285,0.074,0.232
1248272285,0.074,0.232
1248272285,0.074,0.23
1248272285,0.074,0.229
1248272285,0.074,0.227
1248272285,0.074,0.227
1248272285,0.074,0.225
1248272285,0.074,0.225
1248272285,0.074,0.224
1248272285,0.074,0.22
1248272285,0.074,0.22
1248272285,0.074,0.219
1248272285,0.074,0.217
1248272285,0.073,0.214
1248272285,0.073,0.214
1248272285,0.073,0.212
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.066,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0,0
1248272287,0,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.065,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.064,0
1248272287,0.063,0
1248272287,0.063,0
1248272287,0.063,0
1248272287,0.063,0
1248272287,0.063,0
1248272287,0.063,0
1248272287,0.063,0
1248272287,0.063,0
1248272288,0.063,0
1248272288,0.063,0
1248272288,0.063,0
1248272288,0.063,0
1248272288,0.063,0
1248272288,0.063,0
1248272288,0.063,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.062,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272288,0.061,0
1248272289,0.061,0
1248272289,0.061,0
1248272289,0.061,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.06,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.059,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.058,0
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.058,0
1248272290,0.058,0
1248272290,0.058,0
1248272290,0.058,0
1248272290,0.058,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0,0
1248272290,0,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.057,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.056,0
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.055,0
1248272291,0.055,0
1248272291,0.055,0
1248272291,0.055,0
1248272291,0.055,0
1248272291,0.055,0
1248272291,0.055,0
1248272291,0.055,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0,0
1248272291,0,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.054,0
1248272291,0.053,0
1248272291,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.083,-0.384
1248272292,0.083,-0.385
1248272292,0.083,-0.385
1248272292,0.084,-0.385
1248272292,0.084,-0.385
1248272292,0.084,-0.385
1248272292,0.084,-0.385
1248272292,0.084,-0.386
1248272292,0.084,-0.386
1248272292,0.084,-0.386
1248272292,0.084,-0.386
1248272292,0.084,-0.387
1248272292,0.084,-0.386
1248272292,0.084,-0.386
1248272292,0.083,-0.382
1248272292,0.083,-0.378
1248272292,0,0
1248272292,0,0
1248272292,0.082,-0.373
1248272292,0.082,-0.372
1248272292,0.082,-0.37
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.053,0
1248272292,0.08,-0.351
1248272292,0.08,-0.351
1248272292,0.08,-0.349
1248272292,0.08,-0.349
1248272292,0.08,-0.348
1248272292,0.08,-0.345
1248272292,0.08,-0.344
1248272292,0.08,-0.343
1248272292,0.08,-0.345
1248272292,0.08,-0.346
1248272292,0.08,-0.351
1248272292,0.08,-0.352
1248272293,0.08,-0.353
1248272293,0.08,-0.353
1248272293,0.08,-0.35
1248272293,0.08,-0.348
1248272293,0.08,-0.346
1248272293,0.08,-0.346
1248272293,0.08,-0.346
1248272293,0.08,-0.346
1248272293,0.08,-0.344
1248272293,0.08,-0.341
1248272293,0.079,-0.338
1248272293,0.079,-0.334
1248272293,0.079,-0.33
1248272293,0.078,-0.321
1248272293,0.052,0
1248272293,0.052,0
1248272293,0.052,0
1248272293,0.052,0
1248272293,0.052,0
1248272293,0.052,0
1248272293,0.052,0
1248272293,0.051,0
1248272293,0.077,-0.299
1248272293,0,0
1248272293,0,0
1248272293,0,0
1248272293,0,0
1248272293,0,0
1248272293,0,0
1248272293,0,0
1248272293,0,0
1248272293,0,0
1248272293,0,0
1248272293,0,0
1248272293,0.077,-0.299
1248272293,0.076,-0.285
1248272293,0.076,-0.281
1248272293,0.076,-0.277
1248272293,0.076,-0.267
1248272293,0.051,0
1248272293,0.051,0
1248272293,0.051,0
1248272293,0.051,0
1248272293,0.051,0
1248272293,0.051,0
1248272293,0.051,0
1248272293,0.051,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272293,0.05,0
1248272294,0.05,0
1248272294,0.05,0
1248272294,0.05,0
1248272294,0.05,0
1248272294,0.05,0
1248272294,0.05,0
1248272294,0.05,0
1248272294,0.05,0
1248272294,0.05,0
1248272294,0.05,0
1248272294,0.072,-0.197
1248272294,0.073,-0.199
1248272294,0.073,-0.199
1248272294,0.073,-0.199
1248272294,0.073,-0.199
1248272294,0.073,-0.199
1248272294,0.072,-0.197
1248272294,0.072,-0.197
1248272294,0.072,-0.197
1248272294,0.072,-0.197
1248272294,0.072,-0.195
1248272294,0.072,-0.195
1248272294,0.072,-0.193
1248272294,0.072,-0.193
1248272294,0.072,-0.193
1248272294,0.072,-0.195
1248272294,0.072,-0.197
1248272294,0.073,-0.199
1248272294,0.073,-0.201
1248272294,0.073,-0.203
1248272294,0.073,-0.201
1248272294,0.072,-0.195
1248272294,0.072,-0.19
1248272294,0.072,-0.188
1248272294,0.072,-0.18
1248272294,0.072,-0.177
1248272294,0,0
1248272294,0.072,-0.173
1248272294,0.072,-0.167
1248272294,0.071,-0.162
1248272294,0.071,-0.16
1248272294,0.071,-0.16
1248272294,0.071,-0.156
1248272294,0.071,-0.151
1248272294,0.071,-0.14
1248272294,0.071,-0.134
1248272294,0.071,-0.132
1248272294,0.071,-0.132
1248272294,0.071,-0.136
1248272294,0.071,-0.136
1248272294,0.071,-0.138
1248272294,0.071,-0.138
1248272294,0.071,-0.136
1248272294,0.07,-0.13
1248272294,0.07,-0.119
1248272294,0.07,-0.114
1248272294,0.07,-0.11
1248272294,0.07,-0.105
1248272294,0.07,-0.103
1248272294,0.07,-0.103
1248272294,0.07,-0.101
1248272294,0.07,-0.101
1248272294,0.07,-0.101
1248272294,0.07,-0.099
1248272294,0.07,-0.096
1248272294,0.069,-0.094
1248272294,0.069,-0.092
1248272294,0.069,-0.088
1248272294,0.069,-0.081
1248272294,0.069,-0.079
1248272294,0.069,-0.074
1248272295,0.069,-0.07
1248272295,0.069,-0.065
1248272295,0.068,-0.056
1248272295,0.068,-0.052
1248272295,0.068,-0.052
1248272295,0.068,-0.056
1248272295,0.068,-0.059
1248272295,0.068,-0.059
1248272295,0.068,-0.052
1248272295,0.068,-0.043
1248272295,0.068,-0.041
1248272295,0.068,-0.043
1248272295,0.068,-0.045
1248272295,0.068,-0.043
1248272295,0.068,-0.041
1248272295,0.068,-0.038
1248272295,0.068,-0.038
1248272295,0.068,-0.038
1248272295,0.068,-0.038
1248272295,0.068,-0.038
1248272295,0.068,-0.038
1248272295,0.068,-0.038
1248272295,0.068,-0.036
1248272295,0.068,-0.034
1248272295,0,0
1248272295,0,0
1248272295,0.068,-0.036
1248272295,0.068,-0.038
1248272295,0.068,-0.038
1248272295,0.068,-0.036
1248272295,0.068,-0.032
1248272295,0.068,-0.032
1248272295,0.068,-0.036
1248272295,0.068,-0.041
1248272295,0.068,-0.038
1248272295,0.068,-0.027
1248272295,0.067,-0.023
1248272295,0.067,-0.025
1248272295,0.068,-0.032
1248272295,0.068,-0.036
1248272295,0.068,-0.038
1248272295,0.068,-0.034
1248272295,0.068,-0.029
1248272295,0.067,-0.023
1248272295,0.067,-0.02
1248272295,0.068,-0.032
1248272295,0.068,-0.038
1248272296,0.068,-0.038
1248272296,0.068,-0.032
1248272296,0.067,-0.025
1248272296,0.067,-0.02
1248272296,0.067,-0.016
1248272296,0.067,-0.02
1248272296,0.067,-0.025
1248272296,0.068,-0.032
1248272296,0.068,-0.034
1248272296,0.067,-0.023
1248272296,0.067,-0.018
1248272296,0.067,-0.018
1248272296,0.067,-0.023
1248272296,0.068,-0.027
1248272296,0.068,-0.032
1248272296,0.068,-0.029
1248272296,0.067,-0.025
1248272296,0.067,-0.02
1248272296,0.067,-0.016
1248272296,0.064,-0.244
1248272296,0.064,-0.244
1248272296,0.064,-0.244
1248272296,0.064,-0.244
1248272296,0.064,-0.244
1248272296,0,0
1248272296,0,0
1248272296,0,0
1248272296,0.063,-0.238
1248272296,0.063,-0.238
1248272296,0.063,-0.238
1248272296,0.063,-0.238
1248272296,0.063,-0.238
1248272296,0.063,-0.238
1248272296,0.063,-0.238
1248272296,0.063,-0.238
1248272296,0.063,-0.238
1248272296,0.063,-0.238
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272296,0.062,-0.232
1248272297,0.062,-0.232
1248272297,0.062,-0.232
1248272297,0.062,-0.232
1248272297,0.062,-0.232
1248272297,0.062,-0.232
1248272297,0.062,-0.232
1248272297,0.062,-0.232
1248272297,0.062,-0.232
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0.061,-0.226
1248272297,0,0
1248272297,0,0
1248272297,0.061,-0.226
1248272297,0.061,-0.228
1248272297,0.058,-0.23
1248272297,0.058,-0.23
1248272297,0.057,-0.231
1248272297,0.057,-0.231
1248272297,0.057,-0.231
1248272297,0.056,-0.231
1248272297,0.056,-0.231
1248272297,0.056,-0.231
1248272297,0.055,-0.23
1248272297,0.055,-0.229
1248272297,0.055,-0.228
1248272297,0.055,-0.228
1248272298,0.055,-0.227
1248272298,0.054,-0.227
1248272298,0.054,-0.226
1248272298,0.054,-0.225
1248272298,0.054,-0.225
1248272298,0.054,-0.224
1248272298,0.053,-0.219
1248272298,0.053,-0.218
1248272298,0.053,-0.217
1248272298,0.052,-0.216
1248272298,0.052,-0.216
1248272298,0.052,-0.215
1248272298,0.052,-0.215
1248272298,0.052,-0.213
1248272298,0.052,-0.212
1248272298,0.052,-0.211
1248272298,0.051,-0.209
1248272298,0.051,-0.208
1248272298,0.051,-0.206
1248272298,0.051,-0.205
