Time,Subject,Range,Bearing
1248272329,32,1.68,0.366
1248272329,36,5.765,-0.305
1248272330,36,5.65,-0.309
1248272330,32,1.696,0.417
1248272335,81,2.165,0.383
1248272336,54,4.961,-0.482
1248272338,41,3.501,-0.258
1248272339,36,5.434,0.196
1248272339,36,5.54,0.197
1248272339,36,5.54,0.2
1248272340,81,1.847,0.432
1248272341,36,5.332,-0.176
1248272341,81,1.89,0.371
1248272341,36,5.14,-0.289
1248272342,36,5.14,-0.327
1248272342,36,5.049,-0.328
1248272343,36,5.14,-0.315
1248272343,36,5.049,-0.322
1248272343,36,5.004,-0.326
1248272343,36,5.004,-0.326
1248272343,81,1.812,0.257
1248272344,36,4.961,-0.327
1248272344,36,4.945,-0.33
1248272345,36,4.918,-0.331
1248272345,81,1.712,0.265
1248272345,81,1.696,0.27
1248272346,36,4.876,-0.339
1248272346,36,4.794,-0.345
1248272346,81,1.617,0.275
1248272350,18,3.226,0.485
1248272351,18,3.338,0.407
1248272351,18,3.427,0.335
1248272351,18,3.558,0.209
1248272351,18,3.589,-0.032
1248272351,90,1.965,0.419
1248272352,18,3.547,-0.114
1248272352,90,2.018,0.346
1248272352,90,2.087,0.148
1248272352,90,2.095,0.07
1248272353,90,2.1,-0.006
1248272353,90,2.062,-0.093
1248272353,90,1.968,-0.276
1248272354,45,5.14,-0.419
1248272354,7,5.65,-0.093
1248272354,45,5.14,-0.427
1248272354,90,1.848,-0.39
1248272354,63,3.829,-0.189
1248272354,7,5.562,-0.103
1248272354,45,5.049,-0.421
1248272354,90,1.829,-0.385
1248272354,63,3.779,-0.185
1248272354,7,5.54,-0.094
1248272355,90,1.821,-0.378
1248272355,7,5.54,-0.084
1248272355,63,3.779,-0.175
1248272355,90,1.779,-0.388
1248272356,7,5.54,-0.1
1248272356,90,1.693,-0.411
1248272356,63,3.624,-0.192
1248272356,7,5.434,-0.105
1248272357,90,1.663,-0.42
1248272357,90,1.59,-0.455
1248272358,90,1.587,-0.451
1248272358,7,5.332,-0.117
1248272358,7,5.332,-0.123
1248272358,90,1.549,-0.473
1248272358,63,3.482,-0.222
1248272359,63,3.438,-0.232
1248272359,7,5.234,-0.128
1248272359,7,5.234,-0.116
1248272359,90,1.446,-0.497
1248272359,63,3.459,-0.218
1248272360,90,1.423,-0.503
1248272360,45,4.638,-0.47
1248272360,63,3.378,-0.238
1248272360,7,5.14,-0.128
1248272360,45,4.638,-0.481
1248272360,7,5.14,-0.134
1248272360,90,1.386,-0.52
1248272360,45,4.572,-0.481
1248272360,63,3.338,-0.236
1248272360,7,5.14,-0.131
1248272361,63,3.338,-0.225
1248272361,63,3.3,-0.245
1248272361,7,5.049,-0.133
1248272361,45,4.492,-0.51
1248272362,90,1.258,-0.559
1248272362,63,3.19,-0.255
1248272362,7,4.961,-0.148
1248272362,7,4.961,-0.154
1248272363,63,3.087,-0.267
1248272364,63,3.022,-0.305
1248272365,16,1.763,0.49
1248272365,16,1.777,0.463
1248272365,16,1.815,0.408
1248272366,16,1.828,0.372
1248272366,16,1.834,0.332
1248272366,16,1.816,0.334
1248272366,16,1.803,0.331
1248272367,16,1.783,0.34
1248272367,16,1.768,0.346
1248272367,16,1.729,0.35
1248272368,16,1.717,0.354
1248272368,16,1.698,0.356
1248272368,16,1.685,0.359
1248272369,16,1.646,0.367
1248272369,16,1.605,0.378
1248272369,16,1.587,0.381
1248272370,16,1.58,0.383
1248272370,16,1.549,0.389
1248272370,16,1.545,0.392
1248272370,16,1.522,0.396
1248272371,16,1.5,0.399
1248272371,16,1.502,0.4
1248272371,16,1.479,0.435
1248272371,16,1.454,0.411
1248272371,16,1.43,0.418
1248272372,16,1.425,0.419
1248272372,16,1.41,0.423
1248272372,16,1.386,0.433
1248272373,16,1.366,0.467
1248272373,16,1.36,0.419
1248272373,16,1.317,0.45
1248272374,16,1.279,0.46
1248272374,16,1.262,0.466
1248272374,16,1.22,0.512
1248272376,7,3.692,-0.503
1248272376,7,3.642,-0.504
1248272376,7,3.674,-0.495
1248272376,7,3.646,-0.497
1248272377,7,3.611,-0.503
1248272377,7,3.729,-0.432
1248272378,7,3.686,-0.428
1248272378,7,3.754,-0.363
1248272380,63,1.985,-0.555
1248272380,7,3.729,-0.294
1248272380,63,1.975,-0.548
1248272380,63,1.938,-0.558
1248272381,63,1.934,-0.552
1248272381,7,3.729,-0.272
1248272381,7,3.729,-0.269
1248272382,7,3.635,-0.285
1248272382,7,3.589,-0.274
1248272383,63,1.832,-0.561
1248272383,7,3.589,-0.29
1248272383,7,3.545,-0.292
1248272384,7,3.545,-0.281
1248272384,7,3.501,-0.292
1248272384,7,3.501,-0.291
1248272385,7,3.459,-0.291
1248272385,7,3.459,-0.284
1248272385,7,3.455,-0.283
1248272385,7,3.418,-0.291
1248272386,7,3.463,-0.281
1248272386,7,3.445,-0.281
1248272386,7,3.41,-0.282
1248272386,7,3.398,-0.291
1248272387,7,3.378,-0.291
1248272387,7,3.338,-0.282
1248272388,7,3.338,-0.296
1248272388,7,3.338,-0.295
1248272388,7,3.3,-0.298
1248272389,7,3.3,-0.294
1248272389,7,3.3,-0.294
1248272389,7,3.3,-0.291
1248272389,7,3.262,-0.295
1248272389,7,3.262,-0.296
1248272390,7,3.12,-0.363
1248272392,7,2.991,-0.453
1248272392,7,2.93,-0.474
1248272393,7,2.843,-0.488
1248272394,7,2.788,-0.507
1248272394,7,2.727,-0.529
1248272394,7,2.703,-0.531
1248272394,7,2.659,-0.549
1248272424,72,7.234,0.503
1248272425,72,7.188,0.5
1248272425,72,7.143,0.501
1248272425,72,7.234,0.494
1248272425,27,7.623,0.486
1248272426,27,7.623,0.482
1248272426,27,7.623,0.485
1248272426,72,7.424,0.374
1248272427,27,7.834,0.409
1248272427,72,7.424,0.352
1248272429,27,7.834,0.322
1248272429,54,6.564,0.446
1248272429,25,3.159,0.495
1248272430,54,6.564,0.451
1248272430,25,3.151,0.492
1248272430,54,6.564,0.445
1248272430,25,3.155,0.498
1248272430,72,7.834,0.175
1248272430,54,6.564,0.45
1248272430,25,3.141,0.494
1248272430,54,6.595,0.449
1248272430,25,3.149,0.494
1248272431,54,6.595,0.449
1248272431,25,3.141,0.492
1248272431,25,3.12,0.498
1248272432,25,3.168,0.433
1248272432,23,5.103,0.484
1248272432,54,6.72,0.37
1248272432,25,3.164,0.427
1248272432,23,5.14,0.48
1248272432,72,7.834,0.1
1248272432,25,3.137,0.432
1248272432,23,5.049,0.479
1248272433,72,7.623,0.096
1248272433,54,6.641,0.378
1248272433,25,3.138,0.431
1248272433,23,5.079,0.476
1248272433,54,6.74,0.297
1248272433,25,3.208,0.358
1248272433,61,4.629,0.469
1248272434,61,4.714,0.397
1248272434,72,7.424,-0.074
1248272434,25,3.196,0.28
1248272434,23,5.234,0.307
1248272434,61,4.721,0.391
1248272434,70,5.765,0.464
1248272435,23,5.234,0.307
1248272435,61,4.743,0.395
1248272435,70,5.65,0.468
1248272435,54,6.883,0.21
1248272435,25,3.19,0.279
1248272435,23,5.14,0.3
1248272435,61,4.714,0.389
1248272435,70,5.765,0.456
1248272435,72,7.472,-0.08
1248272435,25,3.169,0.283
1248272435,23,5.215,0.298
1248272435,61,4.683,0.386
1248272435,70,5.65,0.463
1248272435,72,7.424,-0.079
1248272435,25,3.155,0.282
1248272435,23,5.14,0.3
1248272435,61,4.7,0.393
1248272435,70,5.65,0.466
1248272436,61,4.794,0.307
1248272436,61,4.794,0.313
1248272437,72,7.234,-0.172
1248272437,61,4.73,0.311
1248272437,70,5.765,0.383
1248272437,61,4.794,0.299
1248272437,72,7.054,-0.261
1248272437,61,4.805,0.237
1248272437,70,5.884,0.305
1248272437,36,7.234,0.457
1248272438,72,7.054,-0.261
1248272438,61,4.794,0.236
1248272438,36,7.234,0.464
1248272438,72,7.054,-0.264
1248272438,27,7.623,-0.191
1248272438,61,4.734,0.238
1248272438,70,5.884,0.306
1248272438,36,7.054,0.463
1248272438,61,4.714,0.233
1248272439,61,4.794,0.165
1248272439,36,7.424,0.395
1248272439,61,4.714,0.16
1248272440,25,2.991,0.049
1248272440,36,7.234,0.387
1248272441,36,7.424,0.309
1248272441,9,2.684,0.5
1248272441,54,6.416,-0.207
1248272442,25,2.815,-0.121
1248272442,9,2.735,0.436
1248272443,41,3.681,0.387
1248272443,25,2.709,-0.207
1248272443,41,3.635,0.391
1248272443,41,3.589,0.397
1248272443,61,4.431,-0.086
1248272443,41,3.589,0.401
1248272444,54,6.009,-0.299
1248272444,41,3.536,0.407
1248272444,5,5.54,0.258
1248272444,81,4.104,0.469
1248272445,5,5.409,0.259
1248272445,81,4.055,0.473
1248272445,81,4.226,0.386
1248272446,61,4.178,-0.261
1248272446,81,4.17,0.396
1248272447,70,5.434,-0.27
1248272447,81,4.226,0.323
1248272447,5,5.434,0.084
1248272447,81,4.226,0.32
1248272448,61,3.941,-0.363
1248272448,81,4.226,0.322
1248272448,70,5.332,-0.269
1248272448,5,5.332,0.082
1248272448,5,5.308,0.085
1248272448,81,4.226,0.316
1248272448,61,3.881,-0.398
1248272449,41,3.378,0.188
1248272449,32,3.901,0.476
1248272449,61,3.729,-0.461
1248272449,32,3.837,0.474
1248272450,23,3.155,-0.553
1248272450,32,3.779,0.483
1248272450,61,3.589,-0.532
1248272450,32,3.881,0.399
1248272450,61,3.545,-0.554
1248272450,32,3.893,0.395
1248272451,70,4.794,-0.472
1248272451,32,3.881,0.395
1248272451,70,4.794,-0.466
1248272451,36,6.883,-0.282
1248272451,32,3.8,0.399
1248272451,61,3.473,-0.56
1248272451,32,3.766,0.401
1248272451,36,6.883,-0.282
1248272451,32,3.729,0.401
1248272452,36,7.054,-0.281
1248272452,32,3.729,0.403
1248272452,70,4.794,-0.479
1248272452,32,3.729,0.326
1248272453,70,4.492,-0.559
1248272453,32,3.717,0.324
1248272453,32,3.723,0.322
1248272453,5,4.564,-0.222
1248272453,32,3.681,0.326
1248272453,5,4.564,-0.224
1248272453,32,3.639,0.327
1248272454,5,4.564,-0.228
1248272454,32,3.666,0.325
1248272454,36,6.274,-0.457
1248272454,32,3.681,0.248
1248272454,5,4.355,-0.319
1248272454,32,3.672,0.246
1248272455,9,2.238,-0.211
1248272455,32,3.604,0.247
1248272455,32,3.635,0.242
1248272455,81,4.046,0.002
1248272455,32,3.589,0.247
1248272455,32,3.545,0.244
1248272455,9,2.189,-0.217
1248272455,32,3.501,0.25
1248272456,9,2.173,-0.216
1248272456,32,3.501,0.251
1248272456,9,2.184,-0.216
1248272456,32,3.501,0.254
1248272456,9,2.13,-0.272
1248272456,81,3.99,-0.084
1248272456,32,3.501,0.175
1248272457,5,3.942,-0.432
1248272457,9,2.101,-0.288
1248272457,81,3.99,-0.08
1248272457,41,2.742,0.02
1248272457,32,3.459,0.179
1248272457,5,3.881,-0.44
1248272457,9,2.095,-0.293
1248272457,81,3.951,-0.085
1248272457,41,2.709,0.022
1248272457,32,3.459,0.187
1248272457,5,3.881,-0.442
1248272457,9,2.088,-0.292
1248272457,81,3.953,-0.084
1248272457,41,2.709,0.028
1248272457,32,3.398,0.189
1248272457,5,3.935,-0.439
1248272458,5,3.855,-0.447
1248272458,9,2.073,-0.292
1248272458,81,3.944,-0.075
1248272458,41,2.671,0.035
1248272458,32,3.364,0.192
1248272458,9,2.065,-0.296
1248272458,81,3.962,-0.075
1248272458,41,2.659,0.041
1248272458,5,3.589,-0.549
1248272458,5,3.589,-0.55
1248272458,32,3.3,0.12
1248272459,81,3.829,-0.18
1248272459,32,3.262,0.119
1248272459,81,3.829,-0.175
1248272459,32,3.226,0.125
1248272459,41,2.52,-0.02
1248272459,32,3.226,0.128
1248272460,41,2.498,-0.015
1248272460,81,3.829,-0.177
1248272460,81,3.829,-0.166
1248272460,32,3.155,0.137
1248272460,32,3.12,0.145
1248272461,81,3.779,-0.165
1248272461,32,3.054,0.093
1248272462,81,3.729,-0.237
1248272462,32,3.054,0.094
1248272463,81,3.589,-0.296
1248272463,81,3.602,-0.289
1248272464,81,3.593,-0.296
1248272464,32,2.96,0.058
1248272466,70,4.638,-0.334
1248272466,70,4.876,-0.131
1248272467,70,4.876,-0.073
1248272467,70,4.876,-0.02
1248272467,23,3.087,0.098
1248272467,70,4.876,0.007
1248272467,25,1.804,-0.423
1248272467,36,6.416,0.241
1248272468,70,4.876,0.041
1248272468,5,3.779,0.202
1248272468,70,4.876,0.055
1248272468,36,6.416,0.266
1248272468,36,6.416,0.272
1248272469,61,3.501,-0.065
1248272469,70,4.794,0.063
1248272469,70,4.794,0.054
1248272469,27,5.884,-0.529
1248272469,23,2.871,0.208
1248272469,61,3.418,-0.054
1248272469,70,4.714,0.075
1248272471,61,3.338,-0.066
1248272471,23,2.735,0.266
1248272471,23,2.735,0.284
1248272471,61,3.3,-0.054
1248272471,23,2.692,0.295
1248272472,23,2.611,0.318
1248272473,70,4.422,0.209
1248272473,70,4.289,0.256
1248272473,61,3.054,0.231
1248272473,70,4.104,0.372
1248272474,72,5.884,-0.279
1248272474,61,2.991,0.31
1248272474,70,3.98,0.449
1248272474,61,2.871,0.381
1248272474,70,3.779,0.512
1248272475,61,2.829,0.389
1248272476,72,5.836,-0.17
1248272476,61,2.769,0.395
1248272476,61,2.736,0.4
1248272477,61,2.733,0.403
1248272477,61,2.702,0.403
1248272477,61,2.688,0.405
1248272477,25,1.306,-0.036
1248272477,61,2.688,0.395
1248272477,72,5.65,-0.267
1248272477,70,3.771,0.46
1248272478,72,5.434,-0.352
1248272478,70,3.881,0.39
1248272478,25,1.173,-0.386
1248272478,25,1.115,-0.476
1248272479,61,2.735,-0.204
1248272479,23,2.318,0.421
1248272479,5,2.843,-0.044
1248272479,23,2.34,0.381
1248272480,5,2.735,-0.16
1248272480,23,2.395,0.282
1248272480,23,2.414,0.246
1248272480,23,2.414,0.15
1248272481,36,5.765,-0.179
1248272481,5,2.498,-0.324
1248272481,23,2.375,0.151
1248272481,70,3.551,-0.436
1248272481,23,2.375,0.159
1248272481,5,2.456,-0.331
1248272481,23,2.346,0.162
1248272482,70,3.729,-0.269
1248272482,70,3.746,-0.196
1248272482,5,2.52,-0.099
1248272483,70,3.829,-0.115
1248272483,36,5.65,0.177
1248272484,54,4.422,-0.291
1248272484,61,2.501,-0.066
1248272484,70,3.779,0.108
1248272484,5,2.336,0.196
1248272484,54,4.422,-0.247
1248272484,61,2.456,-0.018
1248272484,70,3.729,0.156
1248272484,5,2.212,0.237
1248272484,36,5.234,0.387
1248272485,27,5.14,-0.539
1248272485,54,4.381,-0.249
1248272485,61,2.435,-0.021
1248272485,70,3.67,0.156
1248272485,5,2.179,0.238
1248272485,36,5.205,0.393
1248272485,61,2.375,-0.102
1248272485,70,3.635,0.072
1248272485,5,2.146,0.17
1248272485,36,5.332,0.32
1248272485,54,4.164,-0.386
1248272485,61,2.346,-0.151
1248272485,5,2.146,0.131
1248272485,36,5.332,0.277
1248272486,61,2.229,-0.284
1248272486,70,3.584,-0.095
1248272486,5,2.1,0.016
1248272487,61,2.178,-0.329
1248272487,70,3.545,-0.141
1248272487,61,2.145,-0.338
1248272487,70,3.53,-0.144
1248272488,70,3.423,-0.153
1248272488,36,5.332,0.114
1248272488,61,2.07,-0.348
1248272488,70,3.42,-0.154
1248272488,36,5.332,0.119
1248272488,61,2.055,-0.347
1248272488,70,3.383,-0.154
1248272488,36,5.332,0.116
1248272489,61,2.02,-0.356
1248272489,70,3.34,-0.158
1248272489,5,1.768,0.041
1248272489,36,5.234,0.117
1248272489,70,3.342,-0.16
1248272489,70,3.338,-0.175
1248272490,70,3.3,-0.147
1248272490,61,1.916,-0.378
1248272490,70,3.24,-0.162
1248272490,36,5.14,0.122
1248272491,70,3.202,-0.166
1248272491,61,1.831,-0.39
1248272491,70,3.16,-0.168
1248272491,5,1.432,0.149
1248272492,70,3.152,-0.167
1248272492,5,1.405,0.155
1248272492,70,3.129,-0.167
1248272492,61,1.78,-0.399
1248272492,70,3.129,-0.158
1248272493,61,1.757,-0.402
1248272493,70,3.09,-0.168
1248272494,61,1.696,-0.416
1248272494,70,2.998,-0.173
1248272494,36,4.961,0.117
1248272494,70,2.905,-0.266
1248272494,70,2.884,-0.272
1248272496,36,4.794,-0.066
1248272496,36,4.794,-0.065
1248272496,36,4.794,-0.063
1248272496,70,2.589,-0.456
1248272497,36,4.714,-0.149
1248272497,36,4.714,-0.157
1248272497,70,2.593,-0.416
1248272498,70,2.792,-0.143
1248272498,61,1.513,-0.391
1248272498,61,1.545,-0.334
1248272498,70,2.843,0.079
1248272499,61,1.604,-0.188
1248272499,36,4.289,0.437
1248272499,36,4.226,0.48
1248272499,36,4.104,0.512
1248272499,61,1.621,-0.143
1248272499,70,2.815,0.159
1248272500,70,2.871,0.068
1248272500,70,2.848,-0.012
1248272500,36,4.507,0.304
1248272500,70,2.858,-0.007
1248272500,36,4.588,0.298
1248272500,70,2.847,-0.005
1248272500,36,4.509,0.306
1248272501,70,2.847,0.022
1248272501,36,4.492,0.336
1248272501,61,1.588,-0.245
1248272501,36,4.422,0.372
1248272501,54,3.516,-0.43
1248272501,61,1.591,-0.247
1248272501,70,2.849,0.047
1248272501,36,4.422,0.362
1248272502,61,1.477,-0.461
1248272502,70,2.816,-0.158
1248272502,36,4.663,0.158
1248272502,61,1.475,-0.464
1248272502,70,2.819,-0.156
1248272502,36,4.714,0.153
1248272502,61,1.482,-0.46
1248272502,70,2.799,-0.159
1248272502,36,4.714,0.164
1248272502,61,1.485,-0.456
1248272502,70,2.803,-0.149
1248272502,36,4.714,0.173
1248272503,54,3.3,-0.563
1248272503,61,1.521,-0.392
1248272503,70,2.829,-0.087
1248272503,36,4.638,0.232
1248272503,70,2.815,-0.149
1248272503,61,1.469,-0.482
1248272503,70,2.79,-0.18
1248272503,36,4.714,0.143
1248272503,61,1.466,-0.481
1248272503,70,2.782,-0.18
1248272503,36,4.714,0.143
1248272504,61,1.478,-0.475
1248272504,70,2.793,-0.177
1248272504,36,4.714,0.15
1248272504,61,1.496,-0.446
1248272504,70,2.804,-0.143
1248272504,36,4.691,0.178
1248272504,61,1.475,-0.466
1248272504,70,2.815,-0.162
1248272504,36,4.714,0.153
1248272504,70,2.761,-0.25
1248272505,70,2.745,-0.252
1248272505,36,4.714,0.07
1248272505,36,4.794,0.074
