Time,Subject,Range,Bearing
1248272294,14,3.109,0.431
1248272294,9,1.649,0.468
1248272294,32,1.693,-0.231
1248272294,14,3.044,0.445
1248272294,9,1.606,0.483
1248272295,14,3.039,0.448
1248272295,9,1.601,0.482
1248272295,14,2.981,0.457
1248272295,9,1.568,0.49
1248272295,18,5.414,0.421
1248272295,9,1.567,0.491
1248272295,9,1.55,0.487
1248272296,81,2.853,-0.131
1248272296,14,2.87,0.48
1248272296,9,1.517,0.501
1248272296,14,2.854,0.485
1248272296,9,1.468,0.51
1248272297,32,1.586,-0.194
1248272297,14,2.781,0.5
1248272297,32,1.586,-0.174
1248272297,81,2.808,-0.077
1248272297,81,2.795,-0.051
1248272298,81,2.781,-0.053
1248272298,32,1.589,-0.072
1248272299,32,1.575,0.047
1248272299,32,1.551,0.145
1248272300,32,1.546,0.16
1248272300,32,1.527,0.185
1248272300,81,2.549,0.118
1248272300,32,1.525,0.193
1248272301,32,1.487,0.291
1248272301,81,2.451,0.201
1248272301,32,1.466,0.318
1248272302,32,1.385,0.448
1248272306,36,3.306,-0.555
1248272309,36,3.403,-0.404
1248272309,36,3.436,-0.356
1248272310,36,3.451,-0.324
1248272310,36,3.426,-0.326
1248272310,36,3.415,-0.318
1248272310,36,3.453,-0.245
1248272311,36,3.471,-0.236
1248272311,36,3.45,-0.237
1248272311,36,3.414,-0.243
1248272312,36,3.444,-0.16
1248272312,36,3.436,-0.156
1248272312,36,3.43,-0.155
1248272313,36,3.444,-0.107
1248272313,36,3.444,-0.066
1248272313,36,3.399,-0.065
1248272314,36,3.355,0.013
1248272315,36,3.299,0.016
1248272315,36,3.287,0.034
1248272315,70,1.368,-0.494
1248272315,36,3.251,0.094
1248272316,36,3.231,0.1
1248272316,36,3.186,0.104
1248272316,36,3.143,0.164
1248272317,70,1.364,-0.409
1248272317,36,3.134,0.19
1248272317,36,3.115,0.193
1248272317,36,3.109,0.185
1248272317,36,3.055,0.222
1248272317,36,3.032,0.266
1248272318,36,2.981,0.279
1248272318,36,2.921,0.327
1248272319,36,2.863,0.37
1248272319,36,2.835,0.374
1248272319,36,2.812,0.376
1248272320,36,2.781,0.387
1248272320,70,1.238,-0.213
1248272320,70,1.227,-0.215
1248272321,70,1.176,-0.227
1248272321,70,1.18,-0.129
1248272321,70,1.167,-0.139
1248272321,70,1.189,-0.094
1248272322,70,1.132,-0.138
1248272322,70,1.116,-0.085
1248272322,70,1.118,-0.029
1248272324,54,2.205,-0.545
1248272324,54,2.225,-0.522
1248272324,54,2.2,-0.524
1248272324,54,2.184,-0.526
1248272325,54,2.186,-0.516
1248272325,54,2.187,-0.489
1248272326,54,2.206,-0.46
1248272326,27,3.688,-0.537
1248272326,54,2.249,-0.384
1248272326,27,3.811,-0.475
1248272326,54,2.283,-0.336
1248272326,72,3.665,-0.555
1248272326,27,3.971,-0.378
1248272326,54,2.33,-0.227
1248272327,72,3.74,-0.491
1248272327,27,4.027,-0.31
1248272327,54,2.359,-0.162
1248272327,72,3.846,-0.423
1248272327,27,4.114,-0.245
1248272327,54,2.364,-0.092
1248272327,54,2.383,0.014
1248272327,72,4.038,-0.269
1248272327,27,4.223,-0.088
1248272327,54,2.372,0.054
1248272328,72,4.11,-0.205
1248272328,27,4.217,-0.033
1248272328,54,2.341,0.116
1248272328,72,4.164,-0.122
1248272328,27,4.19,0.051
1248272328,54,2.306,0.204
1248272328,72,4.186,-0.08
1248272328,27,4.158,0.103
1248272328,54,2.276,0.245
1248272328,72,4.148,-0.022
1248272328,27,4.144,0.167
1248272328,54,2.221,0.309
1248272328,72,4.156,0.019
1248272328,27,4.104,0.198
1248272328,54,2.19,0.343
1248272329,72,4.199,0.038
1248272329,27,4.092,0.219
1248272329,54,2.165,0.373
1248272329,72,4.114,0.033
1248272329,27,4.044,0.213
1248272329,54,2.154,0.37
1248272329,72,4.101,0.036
1248272329,27,4.041,0.218
1248272329,54,2.141,0.374
1248272329,72,4.096,0.032
1248272329,27,4.027,0.208
1248272329,54,2.135,0.373
1248272330,72,4.099,0.024
1248272330,27,4.027,0.219
1248272330,54,2.123,0.374
1248272330,72,4.09,0.031
1248272330,27,4.027,0.217
1248272330,54,2.113,0.376
1248272330,72,4.085,0.036
1248272330,27,3.999,0.22
1248272330,54,2.087,0.38
1248272330,72,4.041,0.038
1248272330,27,3.971,0.22
1248272330,54,2.078,0.382
1248272331,72,4.027,0.035
1248272331,27,3.964,0.22
1248272331,54,2.064,0.386
1248272331,54,2.057,0.383
1248272331,27,3.938,0.22
1248272331,54,2.041,0.387
1248272332,54,2.024,0.388
1248272332,54,2.016,0.391
1248272332,54,1.998,0.396
1248272332,54,1.991,0.396
1248272333,72,3.963,0.037
1248272333,54,1.993,0.399
1248272333,54,1.985,0.396
1248272333,54,1.984,0.403
1248272333,72,3.919,0.035
1248272333,54,1.958,0.403
1248272334,54,1.945,0.405
1248272334,54,1.945,0.402
1248272334,54,1.926,0.406
1248272334,27,3.811,0.214
1248272334,54,1.91,0.409
1248272335,54,1.899,0.415
1248272335,54,1.889,0.409
1248272335,54,1.887,0.419
1248272335,54,1.869,0.419
1248272335,27,3.761,0.234
1248272335,54,1.857,0.425
1248272336,72,3.815,0.034
1248272336,54,1.853,0.422
1248272336,27,3.761,0.228
1248272336,54,1.849,0.425
1248272336,54,1.845,0.402
1248272337,54,1.873,0.338
1248272337,72,3.771,-0.052
1248272337,27,3.772,0.147
1248272337,54,1.863,0.347
1248272337,72,3.764,-0.052
1248272337,27,3.778,0.147
1248272337,54,1.855,0.348
1248272337,54,1.843,0.348
1248272338,54,1.832,0.349
1248272338,54,1.828,0.354
1248272338,54,1.816,0.356
1248272338,54,1.812,0.352
1248272339,54,1.807,0.355
1248272339,54,1.796,0.359
1248272339,54,1.788,0.357
1248272339,54,1.78,0.353
1248272340,54,1.81,0.279
1248272340,54,1.835,0.218
1248272340,54,1.85,0.095
1248272340,54,1.851,0.019
1248272341,27,3.551,-0.251
1248272341,54,1.824,-0.046
1248272341,54,1.821,-0.046
1248272341,72,3.215,-0.483
1248272341,27,3.527,-0.27
1248272341,54,1.815,-0.047
1248272341,72,3.185,-0.484
1248272341,27,3.49,-0.272
1248272341,54,1.799,-0.048
1248272342,54,1.799,-0.049
1248272342,54,1.792,-0.047
1248272342,27,3.46,-0.273
1248272342,54,1.782,-0.048
1248272342,54,1.777,-0.046
1248272343,27,3.486,-0.273
1248272343,54,1.777,-0.048
1248272343,72,3.182,-0.487
1248272343,27,3.466,-0.273
1248272343,54,1.777,-0.048
1248272343,72,3.178,-0.489
1248272343,27,3.515,-0.271
1248272343,54,1.775,-0.048
1248272343,72,3.172,-0.484
1248272343,27,3.453,-0.269
1248272343,54,1.755,-0.043
1248272344,72,3.179,-0.486
1248272344,27,3.453,-0.27
1248272344,54,1.75,-0.044
1248272344,72,3.147,-0.489
1248272344,27,3.444,-0.269
1248272344,54,1.739,-0.047
1248272344,72,3.149,-0.488
1248272344,27,3.424,-0.272
1248272344,54,1.732,-0.044
1248272344,72,3.125,-0.492
1248272344,27,3.41,-0.275
1248272344,54,1.719,-0.047
1248272345,72,3.14,-0.493
1248272345,27,3.431,-0.274
1248272345,54,1.719,-0.046
1248272345,54,1.702,-0.046
1248272345,27,3.381,-0.276
1248272345,54,1.699,-0.046
1248272345,54,1.69,-0.048
1248272346,54,1.676,-0.089
1248272346,27,3.263,-0.363
1248272346,54,1.657,-0.131
1248272346,54,1.646,-0.129
1248272346,54,1.642,-0.137
1248272347,54,1.643,-0.137
1248272347,27,3.277,-0.36
1248272347,54,1.634,-0.134
1248272347,27,3.228,-0.366
1248272347,54,1.621,-0.139
1248272347,54,1.623,-0.139
1248272347,54,1.599,-0.17
1248272348,54,1.572,-0.234
1248272348,54,1.573,-0.229
1248272348,54,1.571,-0.234
1248272348,54,1.557,-0.23
1248272349,54,1.553,-0.236
1248272349,54,1.545,-0.232
1248272349,54,1.543,-0.233
1248272349,54,1.528,-0.245
1248272350,54,1.49,-0.316
1248272350,54,1.487,-0.32
1248272350,54,1.483,-0.32
1248272350,54,1.479,-0.324
1248272351,54,1.471,-0.325
1248272351,54,1.465,-0.324
1248272351,54,1.459,-0.321
1248272351,54,1.44,-0.363
1248272351,54,1.399,-0.414
1248272352,54,1.388,-0.42
1248272352,54,1.386,-0.418
1248272352,54,1.38,-0.421
1248272352,54,1.38,-0.416
1248272353,54,1.367,-0.424
1248272353,54,1.366,-0.421
1248272353,54,1.348,-0.445
1248272354,54,1.294,-0.512
1248272354,54,1.289,-0.518
1248272354,54,1.28,-0.52
1248272354,54,1.268,-0.521
1248272354,54,1.273,-0.518
1248272355,54,1.261,-0.525
1248272355,54,1.236,-0.554
1248272362,27,2.704,-0.497
1248272362,54,1.063,-0.4
1248272362,54,1.087,-0.289
1248272362,54,1.091,-0.222
1248272363,54,1.102,-0.147
1248272363,72,2.921,-0.352
1248272363,54,1.095,-0.013
1248272363,54,1.082,0.055
1248272363,27,2.977,0.004
1248272363,54,1.077,0.108
1248272364,54,1.078,0.123
1248272364,27,2.934,0.134
1248272364,72,3.06,-0.008
1248272364,27,2.886,0.242
1248272365,27,2.751,0.369
1248272365,72,2.91,0.276
1248272365,27,2.552,0.518
1248272365,72,2.794,0.399
1248272365,72,2.626,0.514
1248272367,25,2.735,-0.469
1248272367,25,2.858,-0.34
1248272368,25,2.898,-0.273
1248272368,25,2.951,-0.196
1248272368,25,2.989,-0.082
1248272368,25,2.981,0.004
1248272369,14,4.655,-0.427
1248272369,25,2.96,0.063
1248272369,90,5.326,-0.499
1248272369,14,4.617,-0.416
1248272369,9,3.309,-0.391
1248272369,61,1.327,-0.239
1248272369,23,3.486,-0.141
1248272369,25,2.944,0.073
1248272369,23,3.529,-0.141
1248272369,25,2.962,0.074
1248272369,25,2.916,0.081
1248272370,61,1.276,-0.26
1248272370,25,2.884,0.08
1248272370,14,4.617,-0.408
1248272370,25,2.874,0.08
1248272370,90,5.312,-0.502
1248272370,25,2.865,0.08
1248272370,61,1.228,-0.275
1248272370,25,2.847,0.08
1248272370,61,1.211,-0.277
1248272370,25,2.828,0.081
1248272371,23,3.25,-0.152
1248272371,25,2.837,0.083
1248272371,25,2.784,0.139
1248272371,61,1.189,-0.202
1248272371,25,2.759,0.163
1248272371,61,1.179,-0.204
1248272371,25,2.759,0.166
1248272372,61,1.154,-0.212
1248272372,25,2.709,0.197
1248272372,61,1.16,-0.119
1248272372,25,2.687,0.254
1248272372,9,3.287,-0.225
1248272372,25,2.659,0.258
1248272372,90,5.521,-0.335
1248272372,25,2.64,0.263
1248272373,90,5.521,-0.331
1248272373,25,2.622,0.263
1248272373,9,3.213,-0.246
1248272373,25,2.617,0.262
1248272373,25,2.525,0.329
1248272373,14,5.028,-0.118
1248272373,25,2.505,0.352
1248272374,14,4.939,-0.116
1248272374,25,2.464,0.359
1248272374,9,3.158,-0.152
1248272374,25,2.46,0.359
1248272374,9,3.178,-0.087
1248272374,25,2.355,0.433
1248272375,25,2.331,0.444
1248272375,16,5.312,0.206
1248272375,25,2.323,0.452
1248272375,9,3.143,-0.071
1248272375,25,2.305,0.452
1248272376,9,3.086,0.068
1248272376,9,3.012,0.222
1248272376,9,2.951,0.307
1248272377,18,6.877,0.118
1248272377,81,3.377,-0.068
1248272377,9,2.704,0.493
1248272377,5,2.075,-0.346
1248272377,90,5.028,0.452
1248272377,81,3.366,0.061
1248272378,5,2.105,-0.251
1248272378,81,3.287,0.154
1248272378,81,3.178,0.259
1248272378,81,3.181,0.28
1248272379,81,3.145,0.289
1248272379,81,3.119,0.292
1248272379,81,3.105,0.293
1248272379,81,3.084,0.292
1248272380,81,3.057,0.301
1248272380,81,3.033,0.3
1248272380,5,1.882,-0.167
1248272380,81,3.044,0.293
1248272381,32,2.498,-0.331
1248272381,81,3,0.302
1248272381,81,3.001,0.304
1248272381,5,1.812,-0.202
1248272381,81,2.981,0.305
1248272381,81,2.962,0.3
1248272382,81,2.937,0.303
1248272382,81,2.916,0.311
1248272382,5,1.699,-0.25
1248272382,5,1.677,-0.258
1248272383,5,1.651,-0.278
1248272383,81,2.875,0.317
1248272383,81,2.848,0.314
1248272383,5,1.603,-0.309
1248272383,81,2.842,0.32
1248272383,81,2.821,0.32
1248272384,81,2.822,0.323
1248272384,81,2.775,0.328
1248272384,81,2.772,0.32
1248272384,81,2.766,0.32
1248272385,81,2.742,0.323
1248272385,81,2.714,0.333
1248272385,81,2.685,0.33
1248272386,32,2.033,-0.462
1248272386,81,2.65,0.34
1248272386,81,2.642,0.347
1248272386,81,2.634,0.345
1248272386,81,2.624,0.34
1248272387,81,2.642,0.339
1248272387,5,1.306,-0.526
1248272387,5,1.311,-0.516
1248272387,32,2.017,-0.38
1248272388,32,2.007,-0.388
1248272388,32,1.979,-0.393
1248272388,32,1.993,-0.393
1248272388,32,1.972,-0.397
1248272389,32,2.009,-0.318
1248272389,32,2.006,-0.313
1248272389,32,1.998,-0.311
1248272390,32,1.986,-0.315
1248272390,81,2.319,0.521
1248272390,32,1.992,-0.303
1248272390,32,2.009,-0.235
1248272390,32,1.995,-0.236
1248272391,32,1.997,-0.237
1248272391,32,1.982,-0.24
1248272392,32,1.983,-0.155
1248272392,32,1.987,-0.151
1248272392,32,1.981,-0.148
1248272392,32,1.968,-0.151
1248272393,32,1.979,-0.162
1248272393,32,1.956,-0.072
1248272393,32,1.946,-0.073
1248272394,32,1.93,-0.072
1248272394,32,1.923,-0.07
1248272394,32,1.92,-0.069
1248272395,32,1.896,0.011
1248272395,32,1.898,0.016
1248272395,32,1.888,0.009
1248272395,32,1.881,0.011
1248272395,32,1.867,0.014
1248272396,32,1.852,0.086
1248272396,32,1.866,0.089
1248272397,32,1.866,0.087
1248272397,32,1.872,0.081
1248272397,32,1.876,0.085
1248272398,32,1.862,0.158
1248272398,32,1.87,0.162
1248272398,32,1.881,0.159
1248272398,32,1.89,0.164
1248272399,32,1.893,0.169
1248272399,32,1.883,0.22
1248272399,32,1.877,0.225
1248272400,32,1.857,0.258
1248272400,32,1.846,0.279
1248272400,32,1.823,0.3
1248272401,36,2.07,-0.549
1248272401,32,1.809,0.308
1248272401,5,1.312,0.012
1248272401,32,1.781,0.313
1248272401,32,1.775,0.314
1248272402,32,1.74,0.316
1248272402,5,1.223,-0.061
1248272402,32,1.726,0.316
1248272403,5,1.215,-0.069
1248272403,32,1.695,0.329
1248272403,5,1.198,-0.098
1248272403,32,1.668,0.338
1248272403,5,1.184,-0.116
1248272403,32,1.643,0.348
1248272403,5,1.173,-0.137
1248272403,32,1.624,0.35
1248272404,5,1.185,-0.146
1248272404,5,1.166,-0.176
1248272404,32,1.588,0.362
1248272404,5,1.163,-0.194
1248272404,32,1.569,0.368
1248272405,5,1.176,-0.19
1248272405,5,1.153,-0.24
1248272405,32,1.542,0.366
1248272406,5,1.157,-0.252
1248272406,5,1.134,-0.298
1248272406,32,1.479,0.382
1248272406,32,1.452,0.392
1248272407,32,1.423,0.398
1248272407,5,1.078,-0.423
1248272408,32,1.425,0.356
1248272408,32,1.486,0.205
1248272408,32,1.504,0.095
1248272409,32,1.511,0.033
1248272409,32,1.502,-0.068
1248272409,32,1.486,-0.139
1248272409,32,1.463,-0.213
1248272409,81,1.953,0.485
1248272410,32,1.425,-0.324
1248272410,81,2.033,0.373
1248272410,32,1.381,-0.398
1248272410,32,1.34,-0.471
1248272410,81,2.102,0.217
1248272410,81,2.135,0.102
1248272411,81,2.124,0.027
1248272411,81,2.11,-0.046
1248272411,18,5.867,-0.066
1248272411,81,2.055,-0.121
1248272412,81,2.051,-0.126
1248272412,18,5.747,-0.099
1248272412,63,6.554,0.24
1248272412,81,2.03,-0.134
1248272412,18,5.747,-0.106
1248272412,7,8.074,0.277
1248272412,81,2.001,-0.144
1248272412,7,8.074,0.272
1248272412,63,6.554,0.245
1248272413,63,6.404,0.245
1248272413,63,6.404,0.244
1248272413,63,6.404,0.238
1248272413,18,5.632,-0.119
1248272414,81,1.891,-0.141
1248272414,81,1.893,-0.142
1248272414,81,1.87,-0.15
1248272414,63,6.404,0.245
1248272415,63,6.261,0.238
1248272415,63,6.296,0.242
1248272415,45,8.074,0.083
1248272415,63,6.261,0.243
1248272415,63,6.261,0.236
1248272416,81,1.747,-0.174
1248272416,63,6.261,0.236
1248272416,81,1.717,-0.181
1248272416,81,1.695,-0.176
1248272416,63,6.124,0.246
1248272417,63,6.124,0.239
1248272417,81,1.652,-0.182
1248272417,81,1.668,-0.162
1248272417,81,1.619,-0.182
1248272418,81,1.606,-0.205
1248272418,63,6.124,0.238
1248272418,63,6.124,0.228
1248272418,81,1.57,-0.207
1248272418,63,6.124,0.236
1248272418,81,1.553,-0.201
1248272418,18,5.304,-0.134
1248272419,18,5.214,-0.149
1248272419,81,1.504,-0.246
1248272419,81,1.475,-0.222
1248272419,7,7.631,0.273
1248272420,18,5.178,-0.155
1248272420,81,1.419,-0.249
1248272420,18,5.096,-0.207
1248272420,81,1.352,-0.353
1248272421,81,1.302,-0.43
1248272421,9,2.036,0.424
1248272421,9,2.092,0.353
1248272421,9,2.122,0.283
1248272422,16,4.706,0.114
1248272422,9,2.142,0.21
1248272422,9,2.139,0.169
1248272422,14,5.747,0.034
1248272422,9,2.116,0.1
1248272422,14,5.747,-0.004
1248272422,9,2.141,0.068
1248272423,63,5.214,-0.515
1248272423,16,4.65,-0.089
1248272423,9,2.122,0.022
1248272423,16,4.611,-0.152
1248272423,9,2.111,-0.036
1248272423,25,2.487,0.518
1248272423,16,4.617,-0.16
1248272423,14,5.632,-0.107
1248272423,9,2.083,-0.052
1248272423,25,2.472,0.517
1248272423,16,4.603,-0.157
1248272423,14,5.613,-0.1
1248272423,9,2.064,-0.048
1248272423,25,2.454,0.519
1248272424,7,6.712,-0.539
1248272424,16,4.617,-0.158
1248272424,14,5.632,-0.101
1248272424,9,2.035,-0.051
1248272424,25,2.45,0.519
1248272424,7,6.554,-0.54
1248272424,16,4.542,-0.15
1248272424,14,5.576,-0.1
1248272424,9,2.038,-0.053
1248272424,25,2.436,0.52
1248272424,16,4.542,-0.159
1248272424,14,5.632,-0.096
1248272424,9,2.026,-0.051
1248272424,25,2.434,0.523
1248272424,7,6.554,-0.541
1248272424,16,4.547,-0.16
1248272424,14,5.521,-0.095
1248272424,9,2.028,-0.043
1248272425,16,4.479,-0.161
1248272425,14,5.521,-0.09
1248272425,9,1.987,-0.053
1248272425,7,6.532,-0.548
1248272425,16,4.471,-0.173
1248272425,14,5.521,-0.09
1248272425,9,2.012,-0.038
1248272425,7,6.404,-0.547
1248272425,16,4.447,-0.161
1248272425,14,5.456,-0.085
1248272425,9,1.96,-0.053
1248272425,16,4.463,-0.162
1248272425,14,5.414,-0.082
1248272425,9,1.937,-0.053
1248272425,7,6.516,-0.548
1248272425,16,4.471,-0.161
1248272425,9,1.93,-0.055
1248272426,7,6.422,-0.55
1248272426,16,4.407,-0.16
1248272426,9,1.893,-0.055
1248272426,7,6.404,-0.546
1248272426,16,4.395,-0.162
1248272426,9,1.893,-0.056
1248272426,7,6.404,-0.549
1248272426,16,4.361,-0.165
1248272426,9,1.869,-0.058
1248272426,16,4.334,-0.166
1248272426,9,1.866,-0.059
1248272427,7,6.404,-0.551
1248272427,16,4.334,-0.167
1248272427,9,1.844,-0.06
1248272427,9,1.857,-0.044
1248272427,16,4.294,-0.17
1248272427,9,1.794,-0.063
1248272427,16,4.283,-0.17
1248272427,9,1.788,-0.063
1248272428,16,4.269,-0.173
1248272428,9,1.756,-0.067
1248272428,16,4.237,-0.171
1248272428,9,1.738,-0.065
1248272428,16,4.254,-0.172
1248272428,9,1.728,-0.064
1248272428,16,4.211,-0.174
1248272428,9,1.708,-0.065
1248272429,16,4.218,-0.172
1248272429,9,1.72,-0.068
1248272429,9,1.705,-0.073
1248272429,9,1.68,-0.07
1248272429,9,1.644,-0.071
1248272430,9,1.627,-0.069
1248272430,9,1.619,-0.07
1248272430,9,1.592,-0.07
1248272430,9,1.58,-0.071
1248272431,9,1.562,-0.075
1248272431,9,1.558,-0.072
1248272431,9,1.55,-0.074
1248272431,9,1.542,-0.074
1248272432,16,3.976,-0.182
1248272432,9,1.496,-0.072
1248272432,9,1.505,0.002
1248272432,14,4.854,0.048
1248272432,16,4.036,-0.094
1248272432,14,4.854,0.059
1248272432,16,4.016,-0.091
1248272432,14,4.838,0.064
1248272433,14,4.772,0.069
1248272433,9,1.44,0.043
