Time,Subject,Range,Bearing
1248272591,15,2.1870000000000003,0.327
1248272591,16,2.673,-0.407
1248272592,15,2.064,0.405
1248272593,15,2.0035,0.44399999999999995
1248272593,20,4.251,0.025
1248272593,16,2.631,-0.342
1248272594,19,5.559,0.191
1248272595,20,4.114,0.1475
1248272595,16,2.607,-0.2185
1248272597,19,4.974,0.465
1248272597,20,3.8225,0.32
1248272597,16,2.5396666666666667,-0.055999999999999994
1248272598,20,3.7625,0.3235
1248272598,16,2.4785,-0.0495
1248272599,20,3.726,0.3245
1248272599,16,2.4149999999999996,-0.057999999999999996
1248272600,18,5.452,0.215
1248272600,20,3.66325,0.328
1248272600,16,2.348,-0.062
1248272601,18,5.5375,0.2025
1248272601,20,3.599,0.323
1248272601,16,2.268,-0.07400000000000001
1248272602,11,3.748,-0.317
1248272602,18,5.452000000000001,0.19266666666666668
1248272602,20,3.5496666666666665,0.3153333333333333
1248272603,18,5.383,0.183
1248272603,20,3.468,0.318
1248272605,15,1.501,0.471
1248272605,20,3.468,-0.156
1248272606,15,1.49725,0.4655
1248272607,15,1.5,0.4646
1248272607,20,3.3462499999999995,-0.2745
1248272608,15,1.49925,0.46475
1248272608,20,3.3379999999999996,-0.27666666666666667
1248272609,15,1.4985,0.465
1248272609,20,3.34075,-0.27625
1248272610,15,1.499,0.465
1248272610,20,3.341,-0.2766
1248272611,15,1.4995000000000003,0.4645
1248272611,18,4.888,-0.42733333333333334
1248272611,20,3.3382500000000004,-0.27675000000000005
1248272612,15,1.497,0.477
1248272612,20,3.4475,-0.07050000000000001
1248272613,11,3.387,-0.433
1248272613,20,3.468,0.06
1248272613,16,1.8713333333333333,-0.28833333333333333
1248272614,11,3.43,-0.371
1248272614,20,3.2,0.313
1248272614,16,1.886,-0.1775
1248272615,11,3.57225,-0.10325000000000001
1248272615,20,3.002,0.449
1248272615,16,1.8218,0.0412
1248272616,11,3.4835000000000003,0.21625
1248272616,16,1.669,0.3805
1248272617,11,3.065,0.477
1248272624,11,2.757,0.467
1248272625,11,2.8104,0.39059999999999995
1248272626,11,2.888,0.2695
1248272627,11,2.8622500000000004,0.20675
1248272628,11,2.8305000000000002,0.13524999999999998
1248272629,11,2.794333333333333,0.030333333333333334
1248272630,11,2.718,-0.059
1248272630,16,1.027,0.476
1248272632,11,2.5395000000000003,0.21350000000000002
1248272633,11,2.4027499999999997,0.364
1248272634,11,2.2705,0.4665
1248272635,11,2.2736,0.466
1248272636,11,2.27125,0.46625
1248272637,11,2.272,0.46625
1248272638,11,2.2715,0.466
1248272639,11,2.26975,0.466
1248272640,11,2.23125,0.47225
1248272641,11,2.197,0.4755
1248272642,11,2.15,0.478
1248272649,11,1.8865,0.391
1248272650,11,1.958,0.1585
1248272651,11,1.9077499999999998,-0.15899999999999997
1248272652,11,1.884,0.042249999999999996
1248272653,11,1.7523333333333333,0.334
1248272657,11,1.48625,0.41275
1248272658,11,1.5226666666666666,0.25100000000000006
1248272659,11,1.5058,0.0868
1248272660,11,1.4315,-0.1065
1248272661,11,1.3576666666666668,-0.25266666666666665
1248272662,11,1.2249999999999999,-0.4506666666666667
1248272664,19,4.13,0.21
1248272664,20,2.4045,0.346
1248272665,20,2.4632,0.18839999999999998
1248272666,19,4.036,-0.176
1248272666,20,2.4524999999999997,0.014750000000000003
1248272667,19,3.89,-0.294
1248272667,20,2.4006666666666665,-0.11266666666666665
1248272668,19,3.7543333333333333,-0.377
1248272668,20,2.30525,-0.24575
1248272669,19,3.7110000000000003,-0.3935
1248272669,20,2.27475,-0.26025
1248272670,19,3.6969999999999996,-0.39166666666666666
1248272670,20,2.2439999999999998,-0.258
1248272671,19,3.69,-0.365
1248272671,20,2.212,-0.24500000000000002
1248272672,19,3.611,-0.403
1248272672,20,2.1654,-0.2676
1248272673,20,2.14175,-0.272
1248272674,20,2.10275,-0.27425
1248272675,19,3.543,-0.404
1248272675,20,2.0675,-0.2765
1248272676,19,3.472,-0.418
1248272676,20,1.9861999999999997,-0.3332
1248272677,20,1.8155000000000001,-0.5015000000000001
1248272678,15,2.513,0.4346666666666667
1248272678,20,1.739,-0.563
1248272679,15,2.43,0.474
1248272679,20,1.7235,-0.515
1248272680,19,3.1654999999999998,-0.529
1248272680,20,1.7966666666666666,-0.40399999999999997
1248272681,19,3.307,-0.415
1248272681,20,1.8106666666666669,-0.30666666666666664
1248272682,19,3.2436666666666665,-0.421
1248272682,20,1.76375,-0.3135
1248272683,19,3.20775,-0.4275
1248272683,20,1.7232500000000002,-0.3225
1248272684,19,3.15675,-0.432
1248272684,20,1.6815,-0.3275
1248272685,19,3.1045,-0.4395
1248272685,20,1.6267500000000001,-0.3435
1248272686,19,3.0785,-0.449
1248272686,20,1.57175,-0.376
1248272687,20,1.422,-0.558
1248272692,15,2.089,0.4685
1248272693,15,2.099,0.4375
1248272694,15,2.13,0.37775
1248272695,15,2.141,0.315
1248272696,15,2.1408,0.24300000000000002
1248272697,15,2.099,0.18925000000000003
1248272698,15,2.0205,0.1855
1248272699,15,1.9619999999999997,0.18766666666666665
1248272700,15,1.913,0.18200000000000002
1248272701,15,1.8233333333333333,0.19733333333333333
1248272702,15,1.7435,0.21025
1248272703,15,1.6644999999999999,0.22225
1248272704,15,1.5853333333333335,0.24066666666666667
1248272705,15,1.5055,0.24525
1248272706,15,1.43825,0.2625
1248272707,15,1.3900000000000001,0.2615
1248272708,15,1.3007499999999999,0.289
1248272709,15,1.2324,0.2972
1248272710,15,1.1645,0.2895
1248272711,15,1.085,0.35825
1248272745,6,7.284,0.284
1248272746,8,6.304,0.465
1248272746,6,7.479,0.196
1248272747,12,3.065,0.424
1248272748,12,3.098,0.359
1248272748,6,7.479,0.043
1248272749,12,3.065,0.356
1248272749,6,7.3815,0.0010000000000000009
1248272750,6,7.479,-0.044
1248272751,12,3.065,0.195
1248272751,6,7.192,-0.1355
1248272752,12,3.033,0.202
1248272752,8,6.6,0.154
1248272754,12,2.941,-0.034
1248272754,17,4.6114999999999995,0.0905
1248272756,17,4.502,0.019
1248272756,9,5.671,-0.064
1248272757,13,2.697,0.273
1248272757,17,4.364,-0.153
1248272757,9,5.615,-0.072
1248272759,13,2.602,0.205
1248272759,9,5.452,-0.168
1248272760,13,2.5813333333333333,0.119
1248272760,10,7.284,-0.079
1248272760,9,5.25,-0.255
1248272761,13,2.492,0.046
1248272761,9,5.156000000000001,-0.304
1248272761,14,4.066,0.251
1248272762,14,4.1205,0.1605
1248272763,14,4.055,0.083
1248272764,14,3.998,0.011
1248272767,14,3.787,-0.193
1248272770,16,2.205,0.478
1248272773,16,2.1693333333333333,0.3233333333333333
1248272774,16,2.1206666666666667,0.31666666666666665
1248272775,16,2.0193333333333334,0.357
1248272776,16,1.92,0.396
1248272777,11,3.554,0.425
1248272777,16,1.795,0.444
1248272801,14,2.035,-0.114
1248272802,14,2.035,0.032
1248272803,9,4.298,-0.061500000000000006
1248272804,9,4.204000000000001,-0.14400000000000002
1248272804,14,1.772,0.387
1248272805,14,1.8115,0.2565
1248272806,14,1.789,0.1545
1248272807,10,5.25,-0.19
1248272807,14,1.731,0.1575
1248272809,14,1.5733333333333335,0.17633333333333331
1248272810,14,1.479,0.187
1248272811,14,1.426,0.201
1248272812,10,4.888,-0.203
1248272812,14,1.3823333333333332,0.20166666666666666
1248272813,10,4.805,-0.203
1248272814,10,4.805,-0.118
1248272814,14,1.2285,0.2845
1248272815,14,1.097,0.41100000000000003
1248272817,10,4.5405,0.215
1248272819,8,4.805,-0.149
1248272819,17,2.678,-0.299
1248272820,8,4.726,-0.159
1248272820,17,2.5445,-0.318
1248272821,6,5.671,-0.439
1248272822,8,4.6114999999999995,-0.167
1248272822,17,2.432,-0.3355
1248272822,6,5.671,-0.438
1248272823,17,2.299,-0.458
1248272823,9,3.0655,-0.1575
1248272824,10,4.266500000000001,-0.005999999999999998
1248272824,9,2.883,-0.375
1248272825,10,4.174,-0.172
1248272826,10,3.998,-0.287
1248272829,10,3.89,-0.129
1248272830,10,3.862666666666667,-0.12166666666666666
1248272832,10,3.704,-0.12733333333333333
1248272833,10,3.6455,-0.1305
1248272834,10,3.517,-0.213
1248272835,10,3.423,-0.298
1248272836,10,3.1849999999999996,-0.4395
1248272852,11,3.598,0.477
1248272853,11,3.7995,0.3195
1248272854,11,3.797333333333333,0.296
1248272855,11,3.818,0.223
1248272856,11,3.8045999999999998,0.0692
1248272857,20,4.858,0.347
1248272857,16,2.9793333333333334,0.421
1248272858,11,3.6565000000000003,-0.13
1248272858,20,4.829,0.338
1248272858,16,2.957,0.369
1248272859,20,4.902,0.203
1248272859,16,3.054,0.288
1248272860,19,6.6,0.128
1248272860,20,4.888,0.119
1248272860,16,2.999,0.21233333333333335
1248272861,11,3.272,-0.361
1248272861,20,4.8465,0.1215
1248272861,16,2.9255,0.2135
1248272862,19,6.448,0.1355
1248272862,11,3.24575,-0.33375
1248272862,20,4.7865,0.14625000000000002
1248272862,16,2.85175,0.23600000000000002
1248272863,20,4.726,0.152
1248272864,19,6.304,0.1335
1248272864,11,3.1275,-0.34475
1248272864,20,4.644,0.154
1248272864,16,2.7260000000000004,0.24666666666666667
1248272865,11,3.098,-0.343
1248272865,20,4.5755,0.14700000000000002
1248272865,16,2.6385,0.2455
1248272866,11,2.971,-0.395
1248272866,20,4.476,0.107
1248272866,16,2.5785,0.209
1248272867,11,2.797,-0.441
1248272867,20,4.432,0.104
1248272867,16,2.516,0.2125
