Time,Subject,Range,Bearing
1248272358,19,5.332,-0.12
1248272358,20,3.482,-0.222
1248272358,16,1.568,-0.46199999999999997
1248272359,19,5.234,-0.122
1248272359,20,3.4485,-0.225
1248272359,16,1.446,-0.497
1248272360,19,5.14,-0.131
1248272360,18,4.616,-0.47733333333333333
1248272360,20,3.358,-0.237
1248272360,16,1.4045,-0.5115000000000001
1248272361,19,5.049,-0.133
1248272361,18,4.492,-0.51
1248272361,20,3.319,-0.235
1248272362,19,4.961,-0.151
1248272362,20,3.19,-0.255
1248272362,16,1.258,-0.559
1248272363,20,3.087,-0.267
1248272364,20,3.022,-0.305
1248272365,15,1.7850000000000001,0.45366666666666666
1248272366,15,1.82025,0.34225
1248272367,15,1.76,0.3453333333333333
1248272368,15,1.7,0.35633333333333334
1248272369,15,1.6126666666666667,0.3753333333333333
1248272370,15,1.549,0.39
1248272371,15,1.4729999999999999,0.4126
1248272372,15,1.407,0.425
1248272373,15,1.3476666666666668,0.44533333333333336
1248272374,15,1.2536666666666667,0.4793333333333334
1248272376,19,3.6635,-0.49975
1248272377,19,3.67,-0.4675
1248272378,19,3.7199999999999998,-0.39549999999999996
1248272380,19,3.729,-0.294
1248272380,20,1.966,-0.5536666666666668
1248272381,19,3.729,-0.2705
1248272381,20,1.934,-0.552
1248272382,19,3.612,-0.27949999999999997
1248272383,19,3.567,-0.291
1248272383,20,1.832,-0.561
1248272384,19,3.5156666666666663,-0.288
1248272385,19,3.44775,-0.28724999999999995
1248272386,19,3.429,-0.28375
1248272387,19,3.358,-0.2865
1248272388,19,3.325333333333333,-0.29633333333333334
1248272389,19,3.2847999999999997,-0.294
1248272390,19,3.12,-0.363
1248272392,19,2.9605,-0.4635
1248272393,19,2.843,-0.488
1248272394,19,2.7192499999999997,-0.529
1248272424,6,7.234,0.503
1248272425,7,7.623,0.486
1248272425,6,7.188333333333333,0.4983333333333333
1248272426,7,7.623,0.4835
1248272426,6,7.424,0.374
1248272427,7,7.834,0.409
1248272427,6,7.424,0.352
1248272429,12,3.159,0.495
1248272429,7,7.834,0.322
1248272429,8,6.564,0.446
1248272430,12,3.149,0.4945
1248272430,8,6.57175,0.44875000000000004
1248272430,6,7.834,0.175
1248272431,12,3.1305,0.495
1248272431,8,6.595,0.449
1248272432,12,3.156333333333334,0.4306666666666667
1248272432,8,6.72,0.37
1248272432,6,7.834,0.1
1248272433,12,3.173,0.39449999999999996
1248272433,8,6.6905,0.3375
1248272433,17,4.629,0.469
1248272433,6,7.623,0.096
1248272434,12,3.196,0.28
1248272434,17,4.7175,0.394
1248272434,9,5.765,0.464
1248272434,6,7.424,-0.074
1248272435,12,3.171333333333333,0.2813333333333334
1248272435,8,6.883,0.21
1248272435,17,4.71,0.39075
1248272435,9,5.678749999999999,0.46325
1248272435,6,7.448,-0.0795
1248272436,17,4.794,0.31
1248272437,10,7.234,0.457
1248272437,17,4.7763333333333335,0.2823333333333333
1248272437,9,5.8245000000000005,0.344
1248272437,6,7.144,-0.2165
1248272438,7,7.623,-0.191
1248272438,10,7.144,0.4635
1248272438,17,4.747333333333333,0.23566666666666666
1248272438,9,5.884,0.306
1248272438,6,7.054,-0.2625
1248272439,10,7.424,0.395
1248272439,17,4.754,0.1625
1248272440,12,2.991,0.049
1248272440,10,7.234,0.387
1248272441,13,2.684,0.5
1248272441,10,7.424,0.309
1248272441,8,6.416,-0.207
1248272442,13,2.735,0.436
1248272442,12,2.815,-0.121
1248272443,12,2.709,-0.207
1248272443,17,4.431,-0.086
1248272444,8,6.009,-0.299
1248272444,14,4.104,0.469
1248272445,14,4.140499999999999,0.4295
1248272446,17,4.178,-0.261
1248272446,14,4.17,0.396
1248272447,9,5.434,-0.27
1248272447,14,4.226,0.3215
1248272448,17,3.9109999999999996,-0.3805
1248272448,9,5.332,-0.269
1248272448,14,4.226,0.319
1248272449,17,3.729,-0.461
1248272450,17,3.567,-0.543
1248272451,10,6.883,-0.282
1248272451,17,3.473,-0.56
1248272451,9,4.794,-0.469
1248272452,10,7.054,-0.281
1248272452,9,4.794,-0.479
1248272453,9,4.492,-0.559
1248272454,10,6.274,-0.457
1248272455,13,2.2135,-0.214
1248272455,14,4.046,0.002
1248272456,13,2.162333333333333,-0.23466666666666666
1248272456,14,3.99,-0.084
1248272457,13,2.0946666666666665,-0.291
1248272457,14,3.9646666666666666,-0.083
1248272458,13,2.069,-0.294
1248272458,14,3.9530000000000003,-0.075
1248272459,14,3.829,-0.1775
1248272460,14,3.829,-0.17149999999999999
1248272461,14,3.779,-0.165
1248272462,14,3.729,-0.237
1248272463,14,3.5955,-0.2925
1248272464,14,3.593,-0.296
1248272466,9,4.757,-0.2325
1248272467,12,1.804,-0.423
1248272467,10,6.416,0.241
1248272467,9,4.876,-0.028666666666666663
1248272468,10,6.416,0.269
1248272468,9,4.876,0.048
1248272469,7,5.884,-0.529
1248272469,17,3.4595000000000002,-0.0595
1248272469,9,4.767333333333333,0.064
1248272471,17,3.319,-0.06
1248272473,17,3.054,0.231
1248272473,9,4.271666666666666,0.27899999999999997
1248272474,17,2.931,0.34550000000000003
1248272474,9,3.8795,0.48050000000000004
1248272474,6,5.884,-0.279
1248272475,17,2.829,0.389
1248272476,17,2.7525000000000004,0.3975
1248272476,6,5.836,-0.17
1248272477,12,1.306,-0.036
1248272477,17,2.7027500000000004,0.4015
1248272477,9,3.771,0.46
1248272477,6,5.65,-0.267
1248272478,12,1.1440000000000001,-0.431
1248272478,9,3.881,0.39
1248272478,6,5.434,-0.352
1248272479,17,2.735,-0.204
1248272481,10,5.765,-0.179
1248272481,9,3.551,-0.436
1248272482,9,3.7375,-0.2325
1248272483,10,5.65,0.177
1248272483,9,3.829,-0.115
1248272484,10,5.234,0.387
1248272484,8,4.422,-0.269
1248272484,17,2.4785,-0.042
1248272484,9,3.754,0.132
1248272485,7,5.14,-0.539
1248272485,10,5.289666666666666,0.33
1248272485,8,4.2725,-0.3175
1248272485,17,2.3853333333333335,-0.09133333333333334
1248272485,9,3.6525,0.11399999999999999
1248272486,17,2.229,-0.284
1248272486,9,3.584,-0.095
1248272487,17,2.1615,-0.3335
1248272487,9,3.5374999999999996,-0.1425
1248272488,10,5.332,0.11633333333333333
1248272488,17,2.0625,-0.3475
1248272488,9,3.4086666666666665,-0.15366666666666665
1248272489,10,5.234,0.117
1248272489,17,2.02,-0.356
1248272489,9,3.34,-0.16433333333333333
1248272490,10,5.14,0.122
1248272490,17,1.916,-0.378
1248272490,9,3.27,-0.1545
1248272491,17,1.831,-0.39
1248272491,9,3.181,-0.167
1248272492,17,1.78,-0.399
1248272492,9,3.1366666666666667,-0.164
1248272493,17,1.757,-0.402
1248272493,9,3.09,-0.168
1248272494,10,4.961,0.117
1248272494,17,1.696,-0.416
1248272494,9,2.9290000000000003,-0.23700000000000002
1248272496,10,4.794,-0.06466666666666666
1248272496,9,2.589,-0.456
1248272497,10,4.714,-0.153
1248272497,9,2.593,-0.416
1248272498,17,1.529,-0.36250000000000004
1248272498,9,2.8175,-0.031999999999999994
1248272499,10,4.206333333333333,0.47633333333333333
1248272499,17,1.6125,-0.16549999999999998
1248272499,9,2.815,0.159
1248272500,10,4.534666666666666,0.30266666666666664
1248272500,9,2.856,0.011000000000000003
1248272501,10,4.445333333333333,0.35666666666666663
1248272501,8,3.516,-0.43
1248272501,17,1.5895000000000001,-0.246
1248272501,9,2.848,0.0345
1248272502,10,4.70125,0.16199999999999998
1248272502,17,1.4797500000000001,-0.46025
1248272502,9,2.8092499999999996,-0.1555
1248272503,10,4.688666666666667,0.17266666666666666
1248272503,8,3.3,-0.563
1248272503,17,1.4853333333333334,-0.45166666666666666
1248272503,9,2.8040000000000003,-0.149
1248272504,10,4.706333333333334,0.16033333333333333
1248272504,17,1.4829999999999999,-0.4623333333333333
1248272504,9,2.7932499999999996,-0.183
1248272505,10,4.740666666666667,0.09566666666666668
1248272505,9,2.77,-0.229
1248272506,9,2.703,-0.299
1248272507,10,4.433,-0.324
1248272508,10,4.4325,-0.30400000000000005
1248272509,10,4.2885,-0.36250000000000004
1248272511,10,4.070499999999999,-0.4475
1248272512,10,3.884,-0.535
1248272512,14,1.91,0.49
1248272513,14,1.942,0.455
1248272514,14,1.9296666666666666,0.35733333333333334
1248272515,14,1.895,0.373
1248272516,14,1.896,0.279
1248272518,14,1.747,0.372
1248272519,14,1.6686666666666667,0.4763333333333333
1248272520,14,1.761,0.352
1248272521,14,1.8275000000000001,0.23049999999999998
1248272522,10,3.8325,-0.44399999999999995
1248272523,10,4.0760000000000005,-0.28750000000000003
1248272524,10,4.1693999999999996,-0.18039999999999998
1248272525,10,4.247333333333333,-0.09633333333333334
1248272526,10,4.248333333333334,-0.10100000000000002
1248272527,10,4.226,-0.103
1248272527,9,2.311,-0.4125
1248272528,9,2.39325,-0.31325000000000003
1248272529,10,4.297666666666666,0.04633333333333334
1248272529,9,2.4234999999999998,-0.281
1248272530,10,4.104,0.312
1248272530,9,2.474,-0.191
1248272531,10,4.1365,0.27449999999999997
1248272531,9,2.495,-0.13566666666666669
1248272532,10,3.9496,0.398
1248272532,17,1.3443333333333334,-0.47600000000000003
1248272532,9,2.5255,0.0075
1248272533,10,4.1240000000000006,0.296
1248272534,10,4.085,0.282
1248272534,9,2.4455,-0.2155
1248272535,17,1.326,-0.431
1248272536,8,3.658,-0.128
1248272536,17,1.385,-0.23466666666666666
1248272536,9,2.299,0.337
1248272537,7,5.035,-0.321
1248272537,17,1.397,-0.141
1248272537,9,2.221666666666667,0.37600000000000006
1248272537,6,4.527,-0.471
1248272538,7,4.992,-0.322
1248272538,8,3.545,-0.097
1248272538,17,1.291,-0.147
1248272538,9,2.1630000000000003,0.383
1248272538,6,4.465,-0.485
1248272539,7,4.809,-0.391
1248272539,8,3.4763333333333333,-0.1426666666666667
1248272539,17,1.2400000000000002,-0.21175
1248272539,9,2.158,0.33666666666666667
1248272539,6,4.323666666666666,-0.5376666666666667
1248272540,7,4.961,-0.282
1248272540,8,3.473,-0.033
1248272540,17,1.205,-0.138
1248272540,9,2.016,0.443
1248272540,6,4.501,-0.43
1248272541,6,4.422,-0.454
1248272542,7,4.851333333333334,-0.3006666666666667
1248272542,8,3.3800000000000003,-0.04766666666666667
1248272542,17,1.112,-0.1386666666666667
1248272542,9,1.9376666666666669,0.4493333333333333
1248272542,6,4.3773333333333335,-0.4563333333333333
1248272543,7,4.948666666666667,-0.20966666666666667
1248272543,8,3.382,0.03366666666666667
1248272543,17,1.1115,-0.0525
1248272543,9,1.864,0.509
1248272543,6,4.5,-0.38
1248272544,8,3.3625000000000003,0.1305
1248272544,17,1.1115,0.04825
1248272545,7,4.564,0.464
1248272545,17,1.041,0.369
1248272545,6,4.5953333333333335,0.3456666666666666
1248272546,12,1.2825,-0.44899999999999995
1248272547,12,1.3505,-0.16975
1248272548,12,1.30425,0.19625
1248272549,15,3.4600000000000004,-0.30425
1248272549,12,1.1675,0.45399999999999996
1248272550,13,1.067,-0.268
1248272550,15,3.5896666666666666,0.10566666666666667
1248272550,16,3.403,-0.459
1248272551,13,1.0579999999999998,-0.069
1248272551,15,3.2955,0.396
1248272551,11,4.9635,-0.32899999999999996
1248272551,16,3.6823333333333337,-0.13933333333333334
1248272552,19,6.72,0.346
1248272552,13,1.022,0.145
1248272552,11,5.0845,-0.225
1248272552,20,5.315666666666666,0.239
1248272552,16,3.7129999999999996,0.041666666666666664
1248272553,19,6.72,0.3235
1248272553,13,0.972,0.139
1248272553,11,4.9830000000000005,-0.256
1248272553,20,5.332,0.22266666666666668
1248272553,16,3.648,0.018
1248272554,11,5.049,0.006
1248272554,16,3.406,0.279
1248272555,11,4.9262500000000005,0.21650000000000003
1248272555,14,1.741,-0.508
1248272555,16,3.2275,0.40800000000000003
1248272556,11,4.581666666666667,0.43166666666666664
1248272556,14,1.8235000000000001,-0.387
1248272557,14,1.8156666666666668,-0.24433333333333332
1248272558,14,1.7426666666666666,-0.261
1248272559,14,1.6946666666666665,-0.2613333333333333
1248272560,14,1.624,-0.258
1248272561,14,1.5514999999999999,-0.28200000000000003
1248272562,14,1.434,-0.387
1248272563,11,4.0845,0.4615
1248272563,14,1.3075,-0.479
1248272564,11,4.226999999999999,0.3742
1248272565,11,4.289,0.29100000000000004
1248272566,11,4.313,0.21033333333333334
1248272567,11,4.334666666666667,0.11833333333333333
1248272567,16,2.6265,0.472
1248272568,11,4.30025,0.012750000000000001
1248272568,16,2.6952499999999997,0.392
1248272569,11,4.19375,-0.07675
1248272569,18,6.2065,0.28700000000000003
1248272569,20,4.247333333333333,0.4626666666666666
1248272569,16,2.702666666666667,0.311
1248272570,11,3.9905,-0.20900000000000002
1248272570,16,2.709,0.199
1248272571,11,3.858333333333333,-0.2976666666666667
1248272571,18,6.274,0.082
1248272571,20,4.492,0.286
1248272571,16,2.6605,0.10950000000000001
1248272572,11,3.702,-0.3785
1248272572,18,6.139,-0.019
1248272572,20,4.564,0.187
1248272572,16,2.617,0.03
1248272573,11,3.5315000000000003,-0.457
1248272573,18,6.139,-0.062
1248272573,20,4.564,0.148
1248272573,16,2.546333333333333,-0.035333333333333335
1248272574,18,5.971,-0.136
1248272574,16,2.4563333333333333,-0.09066666666666667
1248272576,18,5.8245000000000005,-0.149
1248272576,16,2.301,-0.103
1248272577,18,5.765,-0.1675
1248272577,16,2.233,-0.11633333333333333
1248272578,18,5.65,-0.1755
1248272578,16,2.1336666666666666,-0.12866666666666668
1248272579,18,5.54,-0.171
1248272579,16,2.107,-0.127
1248272580,18,5.54,-0.188
1248272581,19,5.54,0.124
1248272582,16,1.8393333333333333,-0.169
1248272583,16,1.792,-0.175
1248272586,15,2.118,0.486
1248272587,15,2.2666,0.28759999999999997
1248272588,15,2.31875,0.08775000000000001
1248272589,15,2.2647500000000003,0.06725
1248272590,15,2.21125,0.0665
1248272591,15,2.1515,0.0745
1248272592,15,2.11975,0.08075
1248272593,15,2.07725,0.07625
1248272594,15,2.0242,0.078
1248272595,15,1.977,0.08925
1248272596,15,1.9425,0.1615
1248272597,15,1.86225,0.23375
1248272598,15,1.7468,0.3574
1248272599,15,1.6626666666666665,0.43333333333333335
1248272600,19,4.355,-0.373
1248272600,15,1.5873333333333333,0.4836666666666667
1248272601,19,4.3885000000000005,-0.374
1248272601,15,1.5499999999999998,0.5105
1248272601,20,2.689,-0.47750000000000004
1248272602,19,4.457,-0.28200000000000003
1248272602,20,2.734,-0.402
1248272603,19,4.576,-0.115
1248272603,18,4.217,-0.484
1248272603,20,2.8520000000000003,-0.22650000000000003
1248272604,18,4.564,-0.267
1248272604,20,2.9,-0.0955
1248272605,18,4.564,-0.222
1248272606,20,2.7744999999999997,-0.0255
1248272607,18,4.3885000000000005,-0.262
1248272608,18,4.226,-0.291
1248272608,20,2.5665,-0.0895
1248272609,20,2.497,-0.19
1248272610,19,4.1080000000000005,-0.1595
1248272610,20,2.3685,-0.3295
1248272611,19,4.084333333333333,-0.15766666666666665
1248272611,20,2.317,-0.341
1248272612,19,4.032,-0.15775
1248272612,20,2.28,-0.34366666666666673
1248272613,19,4.0216666666666665,-0.164
1248272613,20,2.254,-0.3516666666666666
1248272614,19,3.971666666666667,-0.162
1248272614,20,2.235,-0.358
1248272615,19,3.939,-0.16266666666666665
1248272615,20,2.172,-0.36
1248272616,19,3.9215,-0.16599999999999998
1248272616,20,2.115,-0.377
1248272617,20,2.1046666666666667,-0.36633333333333334
1248272618,19,3.829,-0.164
1248272618,20,2.0893333333333333,-0.37233333333333335
1248272619,19,3.829,-0.158
1248272619,20,2.045,-0.3826666666666667
1248272620,20,2.0016666666666665,-0.38433333333333336
1248272621,20,1.9380000000000002,-0.40449999999999997
1248272623,15,1.157,0.457
1248272624,15,1.21825,0.25775000000000003
1248272625,15,1.1788,-0.1474
1248272626,15,1.047,-0.449
1248272626,12,3.18,0.397
1248272626,6,7.113,0.496
1248272627,13,2.109,0.489
1248272627,12,3.284,0.316
1248272627,17,4.226,0.449
1248272628,13,2.215,0.372
1248272628,12,3.262,-0.228
1248272629,12,2.9,-0.523
1248272629,8,6.416,-0.306
1248272629,17,4.493,-0.161
1248272629,6,6.76,-0.557
1248272630,12,2.871,-0.476
1248272630,8,6.274,-0.324
1248272630,17,4.322,-0.276
1248272630,9,5.54,-0.084
1248272630,14,3.054,0.424
1248272631,12,2.9665,-0.368
1248272631,7,7.834,-0.285
1248272631,10,6.139,0.495
1248272631,9,5.434,0.171
1248272631,6,7.234,-0.373
1248272632,12,2.9875,-0.261
1248272632,9,5.186999999999999,0.2905
1248272632,6,7.489,-0.215
1248272633,12,2.9535,-0.2675
1248272633,7,7.834,-0.127
1248272633,8,6.564,0.054
1248272633,17,4.322,0.108
1248272633,9,5.14,0.2893333333333333
1248272633,6,7.424,-0.213
1248272634,17,4.21,0.104
1248272634,9,5.05,0.2973333333333333
1248272635,8,6.416,0.058
1248272635,17,4.226,0.117
1248272635,9,5.005000000000001,0.29474999999999996
1248272635,6,7.3045,-0.222
1248272636,8,6.274,0.061
1248272636,17,4.022,0.117
1248272636,9,4.918500000000001,0.30575
1248272636,6,7.234,-0.215
1248272637,12,2.588,-0.338
1248272637,7,7.623,-0.128
1248272637,9,4.821,0.316
1248272637,6,7.234,-0.217
1248272638,10,5.7075,0.499
1248272638,9,4.961,0.237
1248272638,6,6.9565,-0.321
1248272639,10,5.767,0.46199999999999997
1248272639,8,6.009,-0.104
1248272639,17,3.881,-0.035
1248272640,12,2.289,-0.497
1248272640,10,5.952,0.363
1248272640,8,5.884,-0.239
1248272641,7,6.883,-0.451
1248272641,17,3.635,-0.206
1248272642,10,6.139,0.239
1248272643,17,3.427,-0.285
1248272644,13,1.158,-0.369
1248272644,17,3.2640000000000002,-0.3755
1248272644,14,2.395,0.43
1248272645,10,5.434,-0.452
1248272647,14,2.387,-0.242
1248272648,14,2.272,-0.253
1248272649,14,2.197,-0.261
1248272650,14,2.133,-0.26633333333333337
1248272651,14,2.092,-0.268
1248272652,14,2.008,-0.287
1248272654,14,1.871,-0.303
1248272655,14,1.8463333333333336,-0.22766666666666668
1248272656,14,1.812,-0.242
1248272658,10,5.0624,-0.32799999999999996
1248272659,10,5.0725,-0.32725
1248272660,10,4.990333333333334,-0.3363333333333334
1248272661,10,4.990333333333334,-0.338
1248272662,10,4.96875,-0.338
1248272663,10,4.9465,-0.33975
1248272664,10,4.91,-0.3398
1248272665,10,4.877250000000001,-0.34349999999999997
1248272666,10,4.858666666666667,-0.3456666666666666
1248272667,10,4.85975,-0.34375
1248272668,10,4.904333333333334,-0.26133333333333336
1248272669,10,4.876,-0.217
1248272670,10,4.961,-0.16933333333333334
1248272670,14,1.335,0.345
1248272671,10,4.909,-0.166
1248272672,10,4.884,-0.082
1248272673,10,4.876,-0.015
1248272673,9,3.226,-0.456
1248272674,10,4.835,0.0315
1248272674,9,3.3,-0.381
1248272675,10,4.794,0.097
1248272675,9,3.269,-0.361
1248272676,10,4.6665,0.15999999999999998
1248272676,8,4.164,-0.552
1248272676,9,3.258,-0.291
1248272677,10,4.638,0.194
1248272677,8,4.176500000000001,-0.5425
1248272677,9,3.206,-0.281
1248272678,10,4.492,0.225
1248272678,8,4.165,-0.5285
1248272678,9,3.184,-0.2595
1248272679,10,4.355,0.244
1248272679,8,4.104,-0.518
1248272679,9,3.09,-0.251
1248272680,10,4.269,0.239
1248272680,8,4.046,-0.5345
1248272680,9,2.998,-0.264
1248272681,10,4.2545,0.25
1248272681,8,4.0,-0.538
1248272681,9,2.98,-0.2635
1248272682,10,4.1385000000000005,0.2445
1248272682,9,2.884,-0.2765
1248272683,10,4.104,0.247
1248272684,10,4.018750000000001,0.252
1248272684,9,2.761,-0.286
1248272685,10,3.943,0.26
1248272685,9,2.723,-0.29
1248272686,10,3.893,0.26
1248272686,9,2.644,-0.293
1248272687,10,3.8105,0.29250000000000004
1248272687,9,2.619,-0.253
1248272688,10,3.644,0.364
1248272688,8,3.779,-0.505
1248272689,10,3.5543333333333336,0.393
1248272689,9,2.5164999999999997,-0.189
1248272690,10,3.492,0.40675
1248272690,9,2.45,-0.187
1248272691,10,3.407,0.4266666666666667
1248272692,10,3.26875,0.45475
1248272692,8,3.589,-0.456
1248272692,9,2.3165,-0.16949999999999998
1248272693,10,3.2045000000000003,0.462
1248272693,8,3.495,-0.466
1248272693,9,2.249,-0.175
1248272694,10,3.12,0.489
1248272695,10,3.022,0.507
1248272695,8,3.384,-0.452
1248272695,9,2.1126666666666667,-0.13633333333333333
1248272696,8,3.3165,-0.4425
1248272696,9,2.0315000000000003,-0.12975
1248272697,8,3.24475,-0.46799999999999997
1248272697,9,1.9433333333333334,-0.154
1248272698,8,3.209,-0.447
1248272698,9,1.892,-0.123
1248272699,7,4.638,-0.56
1248272699,8,3.202666666666667,-0.4226666666666667
1248272700,7,5.0504999999999995,-0.326
1248272700,8,3.4,-0.113
1248272700,9,1.7395,0.116
1248272700,6,4.807,-0.399
1248272701,7,5.332,-0.013499999999999998
1248272701,8,3.3510000000000004,0.15433333333333332
1248272701,17,1.348,-0.4086666666666667
1248272701,9,1.5685,0.4205
1248272701,6,5.15175,-0.163
1248272702,7,5.16625,-0.10925
1248272702,8,3.3296666666666668,0.04033333333333334
1248272702,17,1.294,-0.4505
1248272702,9,1.5620000000000003,0.35975
1248272702,6,4.9775,-0.26025
1248272703,7,4.78675,-0.39
1248272703,8,3.16625,-0.24575000000000002
1248272703,9,1.6085,0.10475000000000001
1248272703,6,4.464666666666667,-0.512
1248272704,7,4.422,-0.534
1248272704,8,2.9299999999999997,-0.4225
1248272704,9,1.56,-0.062
1248272705,8,2.7814999999999994,-0.49775
1248272705,9,1.458,-0.1395
1248272706,8,2.718,-0.506
1248272706,9,1.401,-0.145
1248272707,8,2.657,-0.515
1248272707,9,1.339,-0.156
1248272708,8,2.5743333333333336,-0.529
1248272709,10,2.408,0.493
1248272709,8,2.522,-0.54
1248272709,9,1.1743333333333332,-0.22266666666666665
1248272710,10,2.618,0.249
1248272711,10,2.635,0.019
1248272712,10,2.542,-0.069
1248272713,10,2.4805,-0.0685
1248272714,10,2.401,-0.071
1248272715,10,2.357,-0.068
1248272716,10,2.2495,-0.0725
1248272717,10,2.2,-0.07100000000000001
1248272718,10,2.1396666666666664,-0.07566666666666666
1248272720,10,1.999,0.006
1248272721,10,1.932,0.05
1248272722,10,1.877,0.09
1248272724,10,1.736,0.14766666666666664
1248272725,10,1.6695,0.149
1248272726,10,1.561,0.193
1248272727,10,1.491,0.233
1248272728,10,1.4045,0.259
1248272729,10,1.3219999999999998,0.2893333333333333
1248272730,10,1.241,0.319
1248272731,10,1.1445,0.3805
1248272732,10,1.049,0.437
1248272733,10,1.0225,0.47550000000000003
1248272744,7,3.796,-0.494
1248272745,7,4.09675,-0.26525
1248272745,8,2.1746666666666665,-0.4373333333333333
1248272745,6,4.219333333333334,-0.3806666666666667
1248272746,7,4.223,0.1085
1248272746,8,2.33425,-0.10775000000000001
1248272746,6,4.483,-0.1415
1248272747,7,3.891,0.3905
1248272747,8,2.239666666666667,0.247
1248272747,9,0.987,-0.539
1248272748,7,3.706,0.472
1248272748,8,2.1156666666666664,0.37399999999999994
1248272748,9,0.991,-0.489
1248272748,6,4.023,0.4495
1248272749,7,3.9321999999999995,0.28159999999999996
