Time,Forward-velocity,Angular-velocity
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272277,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.067,0
1248272278,0.086,-0.398
1248272278,0.086,-0.398
1248272278,0.086,-0.398
1248272278,0.086,-0.398
1248272278,0.086,-0.398
1248272278,0.086,-0.398
1248272278,0.086,-0.398
1248272279,0.086,-0.398
1248272279,0.086,-0.398
1248272279,0.086,-0.398
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272279,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.086,-0.398
1248272280,0.086,-0.398
1248272280,0.086,-0.398
1248272280,0.086,-0.398
1248272280,0.086,-0.398
1248272280,0.086,-0.398
1248272280,0.086,-0.398
1248272280,0.086,-0.398
1248272280,0.086,-0.398
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272280,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0,0
1248272281,0,0
1248272281,0,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272281,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.086,-0.398
1248272282,0.086,-0.398
1248272282,0.086,-0.398
1248272282,0.086,-0.398
1248272282,0,0
1248272282,0.086,-0.398
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.086,-0.398
1248272282,0.086,-0.398
1248272282,0.086,-0.398
1248272282,0.086,-0.398
1248272282,0.086,-0.398
1248272282,0.086,-0.398
1248272282,0.086,-0.398
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272282,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272283,0.067,0
1248272284,0.067,0
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.086,-0.398
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272284,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0,0
1248272285,0,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.086,-0.398
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272285,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272286,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.086,-0.398
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272287,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272288,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0,0
1248272289,0,0
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.086,-0.398
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272289,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0,0
1248272290,0,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.067,0
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.086,-0.398
1248272290,0.067,0
1248272290,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.086,-0.398
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272291,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0,0
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.086,-0.398
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272292,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272293,0.067,0
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.086,-0.398
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272294,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.086,-0.398
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272295,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272296,0.067,0
1248272297,0.067,0
1248272297,0.067,0
1248272297,0.067,0
1248272297,0.067,0
1248272297,0.067,0
1248272297,0.067,0
1248272297,0.067,0
1248272297,0.067,0
